"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4972","38","90.4","39.2","1.5","211"
"","Haryana","5673","0","105.1","62.9","0.1","296"
"","Rajasthan","9751","328","200.0","100.9","-1.7","204"
"","Delhi","3387","0","60.3","41.2","-2.1","334"
"","UP","10082","2700","225.9","90.2","-1.4","312"
"","Uttarakhand","1757","40","34.4","25.1","1.3","148"
"","HP","1317","0","24.0","19.3","-0.4","70"
"","J&K","1792","100","39.7","33.3","0.2","167"
"","Chandigarh","212","0","3.6","3.3","0.3","37"
"WR","Chhattisgarh","3209","24","67.7","21.4","-2.8","394"
"","Gujarat","10911","7","238.8","33.5","-2.3","429"
"","MP","9285","3","182.4","93.9","-0.6","293"
"","Maharashtra","18167","55","377.9","114.3","4.5","720"
"","Goa","398","0","7.8","7.3","-0.2","44"
"","DD","243","0","5.8","5.5","0.3","35"
"","DNH","615","0","14.6","14.3","0.3","40"
"","Essar steel","233","0","4.3","4.6","-0.3","26"
"SR","Andhra Pradesh","11716","800","266.4","84.7","8.4","585"
"","Karnataka","9000","600","193.2","22.7","1.1","552"
"","Kerala","3333","150","61.2","31.2","3.0","193"
"","Tamil Nadu","11620","777","255.1","90.3","1.3","287"
"","Pondy","317","0","6.1","6.4","-0.3","18"
"ER","Bihar","1979","400","39.9","37.8","0.6","120"
"","DVC","2555","0","55.9","-13.3","-0.8","200"
"","Jharkhand","1028","0","20.6","11.3","-1.6","50"
"","Odisha","3455","0","65.0","8.2","1.1","210"
"","West Bengal","6196","21","114.4","21.9","4.3","400"
"","Sikkim","91","0","1.4","1.2","0.2","20"
"NER","Arunachal Pradesh","114","6","1.6","1.4","0.2","41"
"","Assam","980","193","18.8","11.8","2.6","202"
"","Manipur","108","2","1.5","1.6","-0.1","31"
"","Meghalaya","295","3","4.8","3.3","0.4","76"
"","Mizoram","73","2","1.2","1.0","-0.1","22"
"","Nagaland","93","4","1.6","1.6","-0.3","22"
"","Tripura","200","1","2.8","0.6","-0.4","15"
