"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5846","0","116.5","23.7","-0.4","88","0.0"
"","Haryana","6281","188","124.0","50.7","2.7","264","0.5"
"","Rajasthan","9513","0","184.9","51.1","1.6","464","0.0"
"","Delhi","3576","0","76.1","54.3","-0.5","193","0.0"
"","UP","14974","275","303.2","108.6","-0.2","705","0.0"
"","Uttarakhand","1914","0","36.0","28.5","0.0","76","0.0"
"","HP","1434","0","25.5","19.1","0.7","110","1.3"
"","J&K","2255","564","42.8","39.3","-1.7","330","10.1"
"","Chandigarh","169","0","3.2","3.0","0.2","40","0.0"
"WR","Chhattisgarh","3824","0","86.4","15.4","-1.6","144","0.0"
"","Gujarat","15029","0","328.2","180.8","0.9","299","0.0"
"","MP","8684","0","177.3","80.7","2.4","364","0.0"
"","Maharashtra","21163","0","455.9","133.3","-1.7","237","0.0"
"","Goa","484","0","11.0","10.4","-0.1","83","0.0"
"","DD","335","0","7.5","7.1","0.4","78","0.0"
"","DNH","739","0","17.2","16.8","0.4","54","0.0"
"","Essar steel","618","0","12.7","12.9","-0.2","152","0.0"
"SR","Andhra Pradesh","8741","0","184.2","60.1","-0.6","517","0.0"
"","Telangana","10211","0","228.1","112.9","0.3","340","0.0"
"","Karnataka","10462","0","229.7","78.6","-0.3","474","0.0"
"","Kerala","3697","0","75.9","53.3","1.6","220","0.0"
"","Tamil Nadu","14930","0","333.1","158.4","1.6","412","0.0"
"","Pondy","356","0","7.6","7.9","-0.3","35","0.0"
"ER","Bihar","4479","0","82.1","72.1","0.6","0","0.0"
"","DVC","3106","0","68.6","-53.1","-0.4","0","0.0"
"","Jharkhand","1165","0","25.3","14.3","0.8","0","0.0"
"","Odisha","4161","0","82.5","30.3","3.3","0","0.0"
"","West Bengal","8425","0","158.4","44.0","5.1","0","0.0"
"","Sikkim","86","0","1.2","1.3","-0.1","0","0.0"
"NER","Arunachal Pradesh","96","2","2.2","1.8","0.5","31","0.0"
"","Assam","1365","55","21.1","18.0","-0.2","94","1.1"
"","Manipur","167","3","2.2","2.5","-0.2","20","0.0"
"","Meghalaya","294","2","5.0","3.6","0.1","35","0.0"
"","Mizoram","84","5","1.5","1.2","0.2","31","0.0"
"","Nagaland","132","2","2.0","1.9","0.0","17","0.0"
"","Tripura","256","1","4.0","3.4","0.4","32","0.0"
