"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3919","0","70.8","35.2","-1.7","224"
"","Haryana","4233","0","74.5","51.0","-3.9","364"
"","Rajasthan","8496","0","172.9","64.7","0.3","428"
"","Delhi","3210","0","57.3","40.4","0.0","266"
"","UP","9092","1520","206.8","89.7","3.8","697"
"","Uttarakhand","1621","75","30.7","23.1","-0.1","116"
"","HP","1143","0","22.6","16.5","0.3","137"
"","J&K","1649","100","26.3","23.1","-2.7","477"
"","Chandigarh","181","0","3.3","3.5","-0.1","17"
"WR","Chhattisgarh","3146","49","68.2","18.0","1.8","290"
"","Gujarat","11394","11","254.9","79.5","-0.5","380"
"","MP","6224","0","125.2","62.1","-0.1","214"
"","Maharashtra","15643","94","338.9","93.3","4.1","411"
"","Goa","454","0","8.9","8.3","-0.1","39"
"","DD","259","0","6.2","5.7","0.5","12"
"","DNH","636","0","14.9","14.6","0.3","32"
"","Essar steel","606","0","12.3","12.0","0.3","37"
"SR","Andhra Pradesh","11515","400","262.9","86.6","3.5","525"
"","Karnataka","8143","400","173.6","20.3","0.5","238"
"","Kerala","3498","8","65.8","32.0","1.7","257"
"","Tamil Nadu","12444","798","267.3","89.4","-3.1","496"
"","Pondy","314","0","6.3","6.2","0.1","43"
"ER","Bihar","2052","0","41.6","38.6","0.6","90"
"","DVC","2491","0","56.8","-16.1","-1.4","150"
"","Jharkhand","999","0","20.9","10.4","0.1","120"
"","Odisha","3734","0","66.5","10.4","2.0","280"
"","West Bengal","6676","0","122.6","28.1","7.2","450"
"","Sikkim","110","0","1.4","1.4","0.0","16"
"NER","Arunachal Pradesh","113","2","1.6","1.3","0.3","50"
"","Assam","1132","18","19.6","13.3","2.0","123"
"","Manipur","113","7","1.5","1.5","0.0","41"
"","Meghalaya","276","4","3.9","3.3","-0.2","53"
"","Mizoram","78","2","1.1","1.0","-0.1","14"
"","Nagaland","82","3","1.5","1.5","-0.2","24"
"","Tripura","201","4","2.8","0.4","0.0","27"
