"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10490","0","225.0","117.9","-0.8","138"
"","Haryana","7970","480","170.0","118.0","-2.4","128"
"","Rajasthan","9245","0","192.2","72.4","3.3","469"
"","Delhi","5685","0","116.8","92.7","1.4","321"
"","UP","12917","2835","294.2","134.9","0.4","415"
"","Uttarakhand","1868","75","40.2","20.2","0.4","150"
"","HP","1024","389","25.6","3.4","1.1","183"
"","J&K","1882","332","36.6","22.5","-1.0","179"
"","Chandigarh","342","0","6.8","6.7","0.3","55"
"WR","Chhattisgarh","3350","0","73.0","21.0","-0.8","433"
"","Gujarat","12719","0","274.0","57.5","-0.5","466"
"","MP","6340","0","130.2","83.0","-0.6","391"
"","Maharashtra","15046","41","335.6","84.2","-1.3","440"
"","Goa","360","0","7.7","7.5","-0.5","22"
"","DD","290","0","6.6","6.4","0.2","44"
"","DNH","694","0","14.5","16.2","-0.3","27"
"","Essar steel","471","0","9.5","9.8","-0.3","76"
"SR","Andhra Pradesh","5112","0","117.6","18.0","1.9","507"
"","Telangana","5260","141","107.7","75.0","-0.7","420"
"","Karnataka","7300","0","148.0","24.0","0.7","453"
"","Kerala","3181","3","54.7","43.7","1.0","248"
"","Tamil Nadu","12117","0","263.6","100.9","0.5","392"
"","Pondy","285","0","6.1","6.5","-0.4","63"
"ER","Bihar","2918","0","62.5","62.4","0.1","325"
"","DVC","2700","0","61.7","-16.4","2.0","465"
"","Jharkhand","1151","0","21.6","13.9","1.0","145"
"","Odisha","3745","0","72.8","16.5","1.3","398"
"","West Bengal","7269","0","141.7","46.8","1.2","305"
"","Sikkim","84","0","1.3","0.9","0.4","25"
"NER","Arunachal Pradesh","84","1","1.0","1.5","-0.5","42"
"","Assam","1303","128","25.4","17.6","2.1","246"
"","Manipur","138","2","1.7","2.2","-0.5","37"
"","Meghalaya","246","4","4.1","0.8","-0.8","128"
"","Mizoram","74","1","1.1","1.1","0.1","21"
"","Nagaland","96","2","1.7","1.4","0.2","34"
"","Tripura","215","3","4.1","1.3","0.7","90"
