"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6421","0","136.7","55.9","-0.5","142","0.0"
"","Haryana","6890","0","137.5","65.9","2.9","314","0.2"
"","Rajasthan","9563","0","210.1","62.6","7.6","613","1.5"
"","Delhi","4857","0","99.2","77.2","-0.6","150","0.1"
"","UP","16539","0","347.6","118.1","5.6","885","0.0"
"","Uttarakhand","1869","0","38.1","22.5","-0.1","108","0.0"
"","HP","1307","23","25.3","12.7","1.2","166","0.2"
"","J&K","2188","547","44.2","30.7","1.2","364","10.4"
"","Chandigarh","237","0","4.7","4.6","0.0","25","0.0"
"WR","Chhattisgarh","3683","0","86.7","15.2","-1.0","116","0.0"
"","Gujarat","15643","0","348.8","173.1","5.9","530","0.0"
"","MP","8470","0","188.4","88.9","-0.2","320","0.0"
"","Maharashtra","22908","0","502.9","146.2","2.6","464","0.0"
"","Goa","529","0","12.3","11.2","0.4","49","0.0"
"","DD","326","0","7.4","6.8","0.6","100","0.0"
"","DNH","760","0","17.7","17.2","0.5","48","0.0"
"","Essar steel","191","0","2.7","2.3","0.4","200","0.0"
"SR","Andhra Pradesh","8527","0","181.3","59.4","-1.5","686","0.0"
"","Telangana","7566","0","166.0","60.8","-0.8","279","0.0"
"","Karnataka","9752","0","216.7","74.4","-0.4","760","0.0"
"","Kerala","3485","0","76.6","50.1","1.6","303","0.0"
"","Tamil Nadu","15185","0","349.9","186.3","1.7","837","0.0"
"","Pondy","381","0","8.0","8.4","-0.3","40","0.0"
"ER","Bihar","4461","0","83.3","79.6","-1.0","180","0.0"
"","DVC","3093","0","71.8","-58.6","2.1","260","0.0"
"","Jharkhand","1198","0","26.3","18.9","1.5","170","0.0"
"","Odisha","3858","0","81.2","26.7","-0.9","168","0.0"
"","West Bengal","7256","0","143.7","48.7","-7.5","235","0.0"
"","Sikkim","97","0","1.4","1.5","-0.1","2","0.0"
"NER","Arunachal Pradesh","122","4","1.9","1.9","0.0","45","0.0"
"","Assam","1378","57","19.2","16.3","0.4","75","1.7"
"","Manipur","170","3","2.0","2.2","-0.2","33","0.0"
"","Meghalaya","290","0","4.5","2.5","-0.2","44","0.0"
"","Mizoram","100","2","1.3","1.3","-0.2","32","0.0"
"","Nagaland","129","5","1.8","2.1","-0.4","25","0.0"
"","Tripura","237","4","3.8","3.2","0.2","53","0.2"
