"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5073","50","89.0","41.3","1.1","178"
"","Haryana","5459","0","103.9","64.9","1.9","305"
"","Rajasthan","9591","214","194.0","89.9","-0.8","150"
"","Delhi","3455","21","61.1","41.7","1.0","336"
"","UP","10063","1670","226.0","87.4","-0.1","325"
"","Uttarakhand","1781","75","32.8","21.8","2.1","240"
"","HP","1306","0","32.8","18.9","0.1","60"
"","J&K","1890","100","37.7","32.4","-0.7","121"
"","Chandigarh","201","0","3.5","3.4","0.2","30"
"WR","Chhattisgarh","3110","23","67.6","15.3","0.4","435"
"","Gujarat","11040","0","243.1","60.6","-3.0","375"
"","MP","8844","0","172.4","91.3","-0.8","411"
"","Maharashtra","17923","123","377.5","114.4","0.9","566"
"","Goa","412","0","8.2","7.2","0.3","67"
"","DD","235","0","5.5","5.4","0.1","34"
"","DNH","632","0","14.7","14.3","0.4","39"
"","Essar steel","463","0","9.8","9.8","0.0","37"
"SR","Andhra Pradesh","12009","800","265.0","91.0","6.2","523"
"","Karnataka","8806","500","192.6","17.6","0.7","186"
"","Kerala","3339","150","63.4","29.2","2.7","206"
"","Tamil Nadu","11399","1443","253.8","85.0","3.2","443"
"","Pondy","315","0","6.1","6.4","-0.3","28"
"ER","Bihar","2020","200","41.4","37.5","1.3","140"
"","DVC","2616","150","57.3","-21.9","-0.4","230"
"","Jharkhand","1043","0","21.5","10.7","0.0","130"
"","Odisha","3573","0","63.5","7.5","-1.0","160"
"","West Bengal","5975","4","103.6","22.6","-0.7","220"
"","Sikkim","95","0","1.3","1.2","0.0","10"
"NER","Arunachal Pradesh","113","2","1.6","1.4","0.2","38"
"","Assam","1040","140","17.9","12.3","0.7","135"
"","Manipur","114","4","1.6","1.6","-0.1","40"
"","Meghalaya","278","7","4.3","3.1","0.3","59"
"","Mizoram","73","2","1.2","1.0","-0.1","11"
"","Nagaland","101","2","1.5","1.6","-0.4","31"
"","Tripura","201","1","2.7","0.2","-0.1","46"
