"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5884","0","124.0","74.8","0.2","186"
"","Haryana","5647","133","120.8","71.6","-0.1","235"
"","Rajasthan","6938","0","157.7","56.5","-3.2","8"
"","Delhi","4325","0","90.8","60.6","-2.7","144"
"","UP","10705","2480","239.7","95.1","-0.9","375"
"","Uttarakhand","1574","75","32.8","18.4","0.6","116"
"","HP","1103","0","23.1","12.1","-0.9","146"
"","J&K","1479","100","28.6","17.1","-1.3","217"
"","Chandigarh","256","0","5.1","4.6","0.5","49"
"WR","Chhattisgarh","3180","67","73.8","21.8","3.3","457"
"","Gujarat","11881","72","268.8","58.6","-3.4","451"
"","MP","7173","25","145.4","72.6","-4.0","241"
"","Maharashtra","16741","406","371.3","102.4","6.6","558"
"","Goa","375","61","8.3","6.8","1.1","109"
"","DD","256","1","5.9","4.9","1.0","35"
"","DNH","599","2","14.0","13.5","0.5","52"
"SR","Andhra Pradesh","10803","1800","242.5","78.5","2.8","342"
"","Karnataka","7775","800","165.5","23.9","0.3","252"
"","Kerala","2840","500","59.6","37.5","1.5","362"
"","Tamil Nadu","10420","2287","221.9","62.1","2.7","630"
"","Pondy","352","0","6.4","7.3","-0.9","21"
"ER","Bihar","1705","500","35.7","38.7","-3.0","80"
"","DVC","2696","0","56.4","-22.8","0.3","360"
"","Jharkhand","866","154","19.4","11.8","1.1","160"
"","Odisha","3319","0","66.6","11.2","-2.0","200"
"","West Bengal","6263","20","127.8","28.6","-0.3","80"
"","Sikkim","97","0","1.5","1.3","0.3","10"
"NER","Arunachal Pradesh","88","2","1.2","1.5","-0.3","40"
"","Assam","990","133","15.2","12.8","-3.5","60"
"","Manipur","89","1","1.5","1.4","0.1","25"
"","Meghalaya","235","5","3.6","2.0","0.0","45"
"","Mizoram","54","11","0.9","1.1","-0.2","8"
"","Nagaland","88","2","1.7","1.4","0.1","25"
"","Tripura","140","19","1.8","1.1","-1.1","8"
