"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6173","0","120.4","79.8","-2.3","66","0.0"
"","Haryana","6987","0","138.8","89.3","-0.6","236","0.0"
"","Rajasthan","13629","0","250.6","76.5","-4.2","339","0.0"
"","Delhi","3827","0","65.1","48.9","-0.7","223","0.0"
"","UP","14940","0","291.2","127.4","0.2","847","0.3"
"","Uttarakhand","1989","0","35.7","18.2","-1.1","78","0.0"
"","HP","1245","0","28.0","20.0","0.7","126","0.0"
"","J&K(UT) and Ladakh(UT)","2296","574","51.6","40.3","-0.8","229","12.1"
"","Chandigarh","233","0","3.7","3.5","0.2","24","0.0"
"WR","Chhattisgarh","3937","0","86.5","38.4","-0.9","186","0.0"
"","Gujarat","16063","0","356.3","96.6","0.0","995","0.0"
"","MP","14263","0","272.3","136.4","-2.6","597","0.0"
"","Maharashtra","24550","0","497.9","146.8","-0.6","524","0.0"
"","Goa","516","0","10.7","10.3","-0.1","43","0.0"
"","DD","345","0","7.6","7.0","0.6","56","0.0"
"","DNH","801","0","18.7","18.8","-0.1","34","0.0"
"","Essar steel","782","0","10.7","11.2","-0.5","224","0.0"
"SR","Andhra Pradesh","9817","0","198.1","66.6","-0.2","436","0.0"
"","Telangana","12976","0","254.3","137.4","1.9","387","0.0"
"","Karnataka","12797","0","247.8","94.1","-0.1","833","0.0"
"","Kerala","3732","0","76.5","62.1","1.5","183","0.0"
"","Tamil Nadu","14819","0","321.5","170.4","0.2","472","0.0"
"","Pondy","375","0","7.5","7.7","-0.1","31","0.0"
"ER","Bihar","4179","0","76.1","73.0","1.0","93","0.0"
"","DVC","3112","0","65.1","-38.3","0.1","282","0.0"
"","Jharkhand","1276","0","23.6","18.6","-0.4","221","0.0"
"","Odisha","3840","0","73.3","-2.6","0.0","384","0.0"
"","West Bengal","6644","0","124.2","28.9","-0.7","187","0.0"
"","Sikkim","130","0","1.9","1.8","0.1","38","0.0"
"NER","Arunachal Pradesh","122","2","2.2","2.1","0.0","32","0.0"
"","Assam","1368","18","22.4","19.0","0.6","178","0.6"
"","Manipur","208","3","2.7","2.8","-0.1","34","0.0"
"","Meghalaya","375","0","6.3","4.8","0.0","21","0.2"
"","Mizoram","98","1","1.6","1.6","0.0","28","0.0"
"","Nagaland","128","2","2.2","1.9","0.2","57","0.0"
"","Tripura","218","2","3.5","1.2","1.0","124","0.0"
