"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5280","0","102.9","34.4","0.3","138","0.0"
"","Haryana","6695","139","125.2","60.7","1.0","207","0.2"
"","Rajasthan","10934","0","207.1","71.1","4.7","418","1.5"
"","Delhi","3861","0","66.6","52.7","0.2","302","0.0"
"","UP","14142","360","293.4","93.7","0.0","409","0.9"
"","Uttarakhand","2025","0","36.5","23.8","-0.7","143","0.0"
"","HP","1495","6","25.3","20.6","-0.6","95","1.8"
"","J&K","2207","552","43.8","40.3","-1.6","155","10.0"
"","Chandigarh","212","0","3.5","3.7","-0.1","16","0.0"
"WR","Chhattisgarh","3323","0","70.2","4.2","-1.3","176","0.0"
"","Gujarat","14742","0","301.8","71.6","-0.7","278","0.0"
"","MP","12447","0","234.1","141.8","-3.3","242","0.0"
"","Maharashtra","20089","0","411.2","118.6","-0.7","360","0.0"
"","Goa","431","0","8.8","8.7","-0.4","23","0.0"
"","DD","315","0","6.2","5.5","0.7","60","0.0"
"","DNH","750","0","17.3","16.7","0.6","59","0.0"
"","Essar steel","516","0","10.8","10.8","0.0","201","0.0"
"SR","Andhra Pradesh","7900","0","157.5","58.4","-0.7","436","0.1"
"","Telangana","8331","0","165.1","72.7","-0.8","386","0.1"
"","Karnataka","9848","0","201.2","83.1","2.8","442","0.2"
"","Kerala","3520","0","66.7","48.0","0.8","195","0.1"
"","Tamil Nadu","13740","0","288.3","147.7","6.2","531","0.3"
"","Pondy","332","0","5.7","7.0","-1.3","25","0.0"
"ER","Bihar","3865","0","66.0","58.9","-0.6","320","0.0"
"","DVC","2920","0","68.0","-36.5","-1.2","245","0.0"
"","Jharkhand","1058","0","24.0","13.4","0.4","135","0.0"
"","Odisha","3644","0","64.0","28.2","2.1","350","0.0"
"","West Bengal","6145","0","102.8","15.4","1.1","385","0.0"
"","Sikkim","103","0","1.5","1.5","-0.1","21","0.0"
"NER","Arunachal Pradesh","116","9","2.0","1.8","0.2","21","0.0"
"","Assam","1423","5","23.0","18.3","2.0","123","0.3"
"","Manipur","163","5","2.4","2.7","-0.3","19","0.0"
"","Meghalaya","308","2","6.5","3.3","0.1","54","0.0"
"","Mizoram","90","1","1.8","1.1","0.1","25","0.0"
"","Nagaland","119","4","2.4","1.8","0.1","43","0.0"
"","Tripura","214","1","3.5","1.2","0.5","61","0.0"
