"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5880","0","114.3","53.2","-0.7","182","0.0"
"","Haryana","6668","0","130.9","91.1","0.1","184","0.0"
"","Rajasthan","13886","0","245.5","73.3","-0.1","473","0.0"
"","Delhi","4267","0","71.4","56.0","-1.4","250","0.0"
"","UP","16474","0","284.6","119.0","1.6","720","1.4"
"","Uttarakhand","2104","0","39.9","23.5","-0.2","108","0.0"
"","HP","1687","0","30.1","23.8","-0.8","230","0.0"
"","J&K(UT) and Ladakh(UT)","2533","633","50.9","42.8","-0.8","305","12.1"
"","Chandigarh","245","0","4.1","4.0","0.1","26","0.0"
"WR","Chhattisgarh","3828","0","83.7","39.0","0.7","201","0.0"
"","Gujarat","15883","0","339.1","92.1","3.1","537","0.0"
"","MP","14260","0","255.7","148.4","-2.8","524","0.0"
"","Maharashtra","22550","0","464.7","149.5","-1.0","800","0.0"
"","Goa","497","0","10.0","10.3","-0.3","24","0.0"
"","DD","328","0","7.4","7.0","0.4","54","0.0"
"","DNH","799","0","18.7","18.8","-0.1","64","0.0"
"","Essar steel","749","0","5.2","5.5","-0.3","224","0.0"
"SR","Andhra Pradesh","9052","0","183.0","68.6","-0.4","451","0.0"
"","Telangana","10957","0","213.6","103.2","-0.5","689","0.0"
"","Karnataka","12204","0","228.6","61.7","-1.4","730","0.0"
"","Kerala","3541","0","74.0","57.9","1.3","208","0.0"
"","Tamil Nadu","14248","0","299.5","159.8","1.4","610","0.0"
"","Pondy","343","0","7.3","7.3","0.0","38","0.0"
"ER","Bihar","4476","0","78.7","77.0","0.1","270","0.0"
"","DVC","3059","0","64.7","-37.5","-0.9","255","0.0"
"","Jharkhand","1304","0","26.4","16.6","0.5","180","0.0"
"","Odisha","3774","0","70.4","7.9","0.9","347","0.0"
"","West Bengal","6188","0","119.1","27.0","-0.7","185","0.0"
"","Sikkim","189","0","2.8","1.8","1.0","100","0.0"
"NER","Arunachal Pradesh","123","1","2.1","2.0","0.0","45","0.0"
"","Assam","1355","19","23.2","19.8","0.7","89","0.3"
"","Manipur","220","2","2.7","3.1","-0.4","35","0.0"
"","Meghalaya","390","0","6.7","5.7","-0.3","35","0.3"
"","Mizoram","103","1","2.0","1.6","0.0","17","0.0"
"","Nagaland","127","2","2.3","2.1","0.1","31","0.0"
"","Tripura","218","3","3.4","3.5","0.0","51","0.0"
