"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5024","0","100.5","40.9","0.7","140","0.0"
"","Haryana","6618","188","125.9","63.9","1.1","201","0.2"
"","Rajasthan","11061","0","208.3","78.0","2.6","347","0.3"
"","Delhi","3699","0","62.2","49.5","-0.8","142","0.0"
"","UP","14005","0","289.0","90.4","0.7","595","0.4"
"","Uttarakhand","1926","0","35.1","23.5","-0.7","119","0.0"
"","HP","1546","0","27.8","22.3","0.3","138","0.0"
"","J&K","2127","532","44.5","41.1","-1.6","71","10.5"
"","Chandigarh","199","0","3.3","3.6","-0.4","10","0.0"
"WR","Chhattisgarh","3354","0","71.2","2.4","-1.4","219","0.0"
"","Gujarat","14574","0","306.1","71.9","4.8","496","0.0"
"","MP","9407","0","231.9","142.7","-1.4","436","0.0"
"","Maharashtra","20125","0","407.7","120.2","0.0","673","0.0"
"","Goa","429","0","9.4","8.4","0.5","49","0.0"
"","DD","319","0","6.4","6.4","0.1","77","0.0"
"","DNH","743","0","17.1","16.3","0.8","96","0.0"
"","Essar steel","529","0","11.3","10.4","1.0","218","0.0"
"SR","Andhra Pradesh","8017","0","162.1","58.4","1.5","474","0.3"
"","Telangana","8303","0","163.8","73.6","-0.5","568","0.3"
"","Karnataka","9582","0","201.4","84.4","0.7","456","0.4"
"","Kerala","3431","0","66.4","50.9","0.8","176","0.2"
"","Tamil Nadu","13771","0","281.8","138.4","4.0","406","0.6"
"","Pondy","334","0","6.7","7.2","-0.5","28","0.0"
"ER","Bihar","3783","0","62.1","57.7","0.7","200","0.0"
"","DVC","2874","0","67.8","-39.1","-2.3","220","0.0"
"","Jharkhand","1004","0","23.8","13.1","0.3","45","0.0"
"","Odisha","4121","0","73.9","33.3","2.5","300","0.0"
"","West Bengal","5728","0","95.9","12.4","1.8","225","0.0"
"","Sikkim","100","0","1.5","1.6","-0.1","5","0.0"
"NER","Arunachal Pradesh","126","2","2.2","1.9","0.3","23","0.0"
"","Assam","1435","34","22.8","18.9","0.8","141","0.2"
"","Manipur","170","5","2.8","2.8","0.0","28","0.0"
"","Meghalaya","288","0","6.1","3.7","-0.1","47","0.0"
"","Mizoram","89","1","1.8","1.1","0.1","2","0.0"
"","Nagaland","121","1","2.6","1.9","0.2","31","0.0"
"","Tripura","224","1","3.6","1.4","0.4","37","0.0"
