"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7068","0","156.6","99.9","-2.6","170","0.0"
"","Haryana","7563","0","158.7","115.9","-1.6","407","0.0"
"","Rajasthan","9849","0","208.2","66.2","0.8","329","0.0"
"","Delhi","5957","0","122.8","102.9","-0.5","287","0.0"
"","UP","17416","800","382.0","179.0","2.0","913","2.3"
"","Uttarakhand","1869","0","42.5","19.6","0.3","125","0.0"
"","HP","1243","0","26.5","2.8","3.5","252","0.0"
"","J&K","1883","471","36.6","14.5","-1.1","114","8.7"
"","Chandigarh","320","0","6.1","6.4","-0.3","14","0.0"
"WR","Chhattisgarh","3653","0","84.2","22.3","-0.3","261","0.0"
"","Gujarat","15262","0","339.7","95.3","1.6","587","0.0"
"","MP","8425","0","184.4","77.5","0.0","485","0.0"
"","Maharashtra","21671","0","476.8","142.5","3.6","655","0.0"
"","Goa","443","0","9.4","9.2","-0.1","41","0.0"
"","DD","321","0","7.2","6.7","0.4","54","0.0"
"","DNH","714","0","14.8","15.3","-0.5","55","0.0"
"","Essar steel","449","0","9.4","8.9","0.5","183","0.0"
"SR","Andhra Pradesh","7821","0","167.6","51.9","1.8","799","0.0"
"","Telangana","7048","0","145.4","57.2","-3.9","534","0.0"
"","Karnataka","8464","0","182.6","70.5","5.5","523","0.0"
"","Kerala","3843","0","75.5","56.9","1.4","208","0.0"
"","Tamil Nadu","15035","0","326.5","137.5","-1.6","1466","0.0"
"","Pondy","370","0","7.9","7.9","0.0","60","0.0"
"ER","Bihar","3945","0","68.5","66.5","-0.7","425","0.9"
"","DVC","2835","0","58.3","-36.2","-6.7","365","0.0"
"","Jharkhand","1129","0","22.5","17.6","-0.8","225","0.0"
"","Odisha","4359","0","85.6","24.4","1.8","389","0.0"
"","West Bengal","7296","0","131.0","37.0","-0.4","435","0.0"
"","Sikkim","62","0","1.0","1.6","-0.6","20","0.0"
"NER","Arunachal Pradesh","111","2","2.0","1.7","0.3","24","0.0"
"","Assam","1502","60","21.7","15.7","2.6","156","1.5"
"","Manipur","133","3","2.4","1.8","0.6","16","0.1"
"","Meghalaya","266","0","4.1","2.5","-0.7","54","0.0"
"","Mizoram","78","1","1.4","1.0","0.3","11","0.0"
"","Nagaland","99","5","2.2","1.6","0.5","13","0.1"
"","Tripura","210","3","2.6","1.3","0.2","52","0.3"
