"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6331","0","139.3","68.3","-1.1","89","0.0"
"","Haryana","7235","0","143.8","102.2","0.5","208","0.0"
"","Rajasthan","8640","0","195.2","60.5","-3.5","245","0.0"
"","Delhi","3925","0","82.2","66.9","-1.3","123","0.0"
"","UP","16485","0","319.5","141.6","-1.1","500","0.0"
"","Uttarakhand","1709","0","35.5","12.1","0.0","94","0.0"
"","HP","1422","0","26.9","9.8","0.4","94","0.0"
"","J&K","2033","508","37.6","26.9","-1.8","206","9.0"
"","Chandigarh","188","0","3.5","4.1","-0.6","9","0.0"
"WR","Chhattisgarh","3908","0","89.6","42.5","3.0","471","0.0"
"","Gujarat","13777","0","305.6","60.4","6.5","485","0.0"
"","MP","8222","0","170.7","85.4","-2.7","457","0.0"
"","Maharashtra","18271","0","406.3","166.4","-1.3","644","0.0"
"","Goa","541","0","12.4","12.2","-0.3","123","0.0"
"","DD","329","0","7.5","7.0","0.5","44","0.0"
"","DNH","790","0","18.5","18.4","0.1","98","0.0"
"","Essar steel","320","0","6.1","5.7","0.4","323","0.0"
"SR","Andhra Pradesh","7492","0","163.3","84.4","1.0","432","0.0"
"","Telangana","8254","0","177.0","62.1","0.6","582","0.0"
"","Karnataka","8250","0","156.7","39.6","-0.3","500","0.0"
"","Kerala","3135","0","69.6","47.1","1.8","270","0.0"
"","Tamil Nadu","13810","0","305.9","151.9","1.2","535","0.0"
"","Pondy","370","0","8.3","8.4","-0.1","22","0.0"
"ER","Bihar","5029","0","88.2","91.6","-5.2","260","0.0"
"","DVC","2942","0","62.4","-11.8","2.9","340","0.0"
"","Jharkhand","1226","0","24.8","16.7","-0.4","115","0.0"
"","Odisha","4164","0","85.7","10.2","7.9","635","0.0"
"","West Bengal","7618","0","143.9","34.7","0.1","240","0.0"
"","Sikkim","75","0","0.9","1.5","-0.6","15","0.0"
"NER","Arunachal Pradesh","128","1","2.1","1.9","-0.1","119","0.0"
"","Assam","1722","62","31.7","24.9","0.8","110","0.4"
"","Manipur","162","2","2.5","2.2","0.3","28","0.0"
"","Meghalaya","310","0","5.4","0.1","-0.2","59","0.0"
"","Mizoram","93","1","1.8","0.8","0.3","12","0.0"
"","Nagaland","129","2","2.1","2.3","-0.5","34","0.0"
"","Tripura","288","0","5.0","4.1","-0.4","50","0.0"
