"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6610","0","146.2","66.3","-1.5","37","0.0"
"","Haryana","7453","0","155.4","117.9","0.7","165","0.0"
"","Rajasthan","9683","0","206.5","63.1","-0.9","333","0.0"
"","Delhi","4133","0","85.8","69.1","-0.3","110","0.0"
"","UP","17040","0","324.6","129.8","2.2","538","2.9"
"","Uttarakhand","1797","0","35.5","16.0","0.9","174","0.0"
"","HP","1453","0","27.4","12.9","1.3","121","0.0"
"","J&K","2090","523","40.8","32.3","-0.5","271","9.7"
"","Chandigarh","199","0","3.8","4.0","-0.2","8","0.0"
"WR","Chhattisgarh","3934","0","87.8","37.8","-0.2","233","0.0"
"","Gujarat","15793","0","341.8","60.9","5.8","513","0.0"
"","MP","8499","0","181.8","101.9","-1.8","466","0.0"
"","Maharashtra","19943","0","438.4","150.8","-2.4","443","0.0"
"","Goa","541","0","12.8","11.6","0.6","104","0.0"
"","DD","334","0","7.4","6.8","0.6","49","0.0"
"","DNH","780","0","18.1","18.1","0.0","44","0.0"
"","Essar steel","373","0","6.3","5.7","0.6","386","0.0"
"SR","Andhra Pradesh","7440","0","165.1","65.5","0.8","469","0.0"
"","Telangana","8258","0","175.4","44.4","-0.1","431","0.0"
"","Karnataka","7985","0","160.2","33.9","-1.8","542","0.0"
"","Kerala","3528","0","68.7","46.7","1.4","189","0.0"
"","Tamil Nadu","14508","0","301.2","160.7","1.8","662","0.0"
"","Pondy","404","0","8.2","8.3","-0.1","55","0.0"
"ER","Bihar","4976","0","92.9","88.9","-0.2","200","0.0"
"","DVC","2881","0","61.3","-14.3","2.3","600","0.0"
"","Jharkhand","1114","0","24.2","16.0","-1.3","10","0.0"
"","Odisha","4545","0","89.9","14.4","7.9","600","0.0"
"","West Bengal","7545","0","141.5","42.9","0.1","100","0.0"
"","Sikkim","93","0","0.8","1.4","-0.5","5","0.0"
"NER","Arunachal Pradesh","128","2","2.1","2.2","-0.5","45","0.0"
"","Assam","1692","12","29.5","23.3","0.7","84","0.8"
"","Manipur","170","3","2.4","2.3","0.1","34","0.0"
"","Meghalaya","319","0","5.5","1.4","0.2","34","0.0"
"","Mizoram","92","1","1.7","0.3","0.3","9","0.0"
"","Nagaland","126","2","2.1","2.2","-0.5","52","0.0"
"","Tripura","266","2","4.5","3.1","0.3","51","0.0"
