"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5047","0","87.0","39.6","5.3","400"
"","Haryana","5644","0","104.7","39.2","2.2","383"
"","Rajasthan","4671","0","190.4","77.9","-3.4","43"
"","Delhi","2892","0","59.3","43.6","-2.3","244"
"","UP","10020","2205","220.5","73.2","0.5","344"
"","Uttarakhand","1555","75","30.7","19.7","0.5","137"
"","HP","1268","0","24.0","19.2","-0.2","109"
"","J&K","1901","100","39.8","31.0","2.5","295"
"","Chandigarh","197","0","3.5","3.2","0.3","30"
"WR","Chhattisgarh","2945","8","62.1","16.0","-0.9","251"
"","Gujarat","11184","0","240.3","46.5","-0.3","278"
"","MP","9734","9","201.3","119.7","1.0","481"
"","Maharashtra","17279","567","356.6","107.7","9.0","651"
"","Goa","388","0","7.4","6.8","0.2","44"
"","DD","240","0","5.8","6.1","-0.2","19"
"","DNH","604","1","14.2","13.7","0.5","32"
"","Essar steel","402","0","8.6","8.3","0.2","42"
"SR","Andhra Pradesh","10736","500","241.5","87.2","4.2","638"
"","Karnataka","7557","750","165.7","23.6","2.9","456"
"","Kerala","3216","150","56.9","34.5","2.9","222"
"","Tamil Nadu","11356","1529","240.8","69.2","1.9","361"
"","Pondy","298","0","5.7","6.0","-0.3","26"
"ER","Bihar","2031","350","38.4","36.0","-0.2","150"
"","DVC","2868","100","57.0","-23.5","-0.8","350"
"","Jharkhand","906","199","18.6","11.8","1.0","200"
"","Odisha","3409","0","63.4","13.7","3.2","230"
"","West Bengal","6080","5","103.7","7.1","9.5","450"
"","Sikkim","99","0","1.9","1.2","0.6","30"
"NER","Arunachal Pradesh","107","8","1.4","1.1","0.2","52"
"","Assam","982","167","17.2","10.7","2.1","169"
"","Manipur","110","15","1.6","1.5","0.1","44"
"","Meghalaya","297","3","4.8","2.8","0.6","82"
"","Mizoram","70","5","1.2","0.9","0.1","22"
"","Nagaland","91","9","1.7","1.3","0.1","32"
"","Tripura","171","14","3.2","0.0","0.9","59"
