"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4886","0","103.5","18.4","-0.4","148","0.0"
"","Haryana","5745","475","119.0","46.6","2.4","246","1.4"
"","Rajasthan","9510","0","185.6","42.5","3.0","462","0.0"
"","Delhi","3523","0","69.8","55.1","-0.1","139","0.1"
"","UP","14804","255","297.4","98.9","0.2","612","0.0"
"","Uttarakhand","1783","0","36.3","26.7","0.5","139","0.0"
"","HP","1446","0","26.1","20.6","0.1","117","0.0"
"","J&K","2019","505","42.6","39.0","-1.4","105","10.0"
"","Chandigarh","167","0","3.1","3.0","0.2","40","0.0"
"WR","Chhattisgarh","3848","0","86.3","15.8","-1.5","46","0.0"
"","Gujarat","14966","0","326.1","177.4","3.7","347","0.0"
"","MP","8684","0","177.3","85.0","-1.9","313","0.0"
"","Maharashtra","21488","0","460.1","132.9","-1.3","271","0.0"
"","Goa","484","0","11.0","10.3","0.1","35","0.0"
"","DD","332","0","7.5","6.9","0.7","95","0.0"
"","DNH","773","0","18.0","17.1","0.9","61","0.0"
"","Essar steel","622","0","13.3","12.2","1.1","223","0.0"
"SR","Andhra Pradesh","8424","0","181.3","53.5","-0.5","754","0.0"
"","Telangana","10034","0","223.3","108.7","-0.5","397","0.0"
"","Karnataka","10085","0","219.8","73.2","-1.0","411","0.0"
"","Kerala","3660","0","76.5","54.7","1.7","192","0.0"
"","Tamil Nadu","14442","0","330.7","155.0","1.4","573","0.0"
"","Pondy","359","0","7.6","7.8","-0.3","25","0.0"
"ER","Bihar","4459","0","81.5","71.0","1.0","220","0.0"
"","DVC","2961","0","67.4","-49.7","-1.3","220","0.0"
"","Jharkhand","1270","0","24.3","13.9","0.5","85","0.0"
"","Odisha","4365","0","86.8","40.4","1.1","225","0.0"
"","West Bengal","8303","0","155.9","51.0","1.1","225","0.0"
"","Sikkim","99","0","1.4","1.3","0.1","15","0.0"
"NER","Arunachal Pradesh","96","5","2.0","1.8","0.3","31","0.0"
"","Assam","1465","33","23.0","18.9","0.9","94","0.4"
"","Manipur","161","2","2.3","2.4","-0.1","20","0.0"
"","Meghalaya","285","1","5.4","3.5","0.1","35","0.0"
"","Mizoram","86","4","1.5","1.2","0.2","31","0.0"
"","Nagaland","125","3","2.1","1.9","0.1","17","0.0"
"","Tripura","251","2","3.8","3.3","0.5","32","0.0"
