"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4610","0","86.4","31.8","1.4","212"
"","Haryana","5853","0","105.2","50.1","-2.0","243"
"","Rajasthan","9301","0","192.7","72.8","-5.7","0"
"","Delhi","3797","0","66.2","46.1","-1.1","401"
"","UP","9929","2155","216.3","84.4","-3.5","345"
"","Uttarakhand","1669","40","32.7","22.9","2.4","220"
"","HP","1253","8","23.8","19.4","0.1","68"
"","J&K","1955","100","41.3","32.1","3.4","264"
"","Chandigarh","215","0","3.8","3.1","0.7","54"
"WR","Chhattisgarh","2963","208","64.9","17.8","1.2","380"
"","Gujarat","11472","0","243.4","30.8","0.6","750"
"","MP","8298","15","159.8","76.2","-1.3","755"
"","Maharashtra","17589","533","363.4","111.8","5.6","640"
"","Goa","400","1","7.8","7.4","-0.3","35"
"","DD","241","1","5.8","5.6","0.2","15"
"","DNH","647","1","15.1","14.7","0.4","42"
"","Essar steel","232","0","4.4","5.2","-0.8","75"
"SR","Andhra Pradesh","11715","500","269.1","95.2","5.4","594"
"","Karnataka","8826","350","181.4","20.9","-0.2","727"
"","Kerala","3305","300","59.3","24.1","2.0","302"
"","Tamil Nadu","11774","755","243.3","85.9","-2.3","333"
"","Pondy","295","0","5.6","6.5","-0.9","0"
"ER","Bihar","1937","300","42.0","38.5","0.9","180"
"","DVC","2693","30","52.4","-12.8","-1.2","210"
"","Jharkhand","1071","0","21.3","11.1","-1.4","80"
"","Odisha","3729","0","68.1","14.6","2.9","410"
"","West Bengal","6218","0","104.8","18.9","4.4","390"
"","Sikkim","100","0","1.6","1.4","0.2","19"
"NER","Arunachal Pradesh","109","6","1.5","1.3","0.2","49"
"","Assam","980","184","18.0","12.1","1.1","206"
"","Manipur","99","17","1.6","1.7","-0.1","24"
"","Meghalaya","304","1","4.9","3.7","-0.1","49"
"","Mizoram","81","4","1.2","1.0","-0.1","31"
"","Nagaland","87","15","1.5","1.5","-0.2","20"
"","Tripura","194","1","2.7","0.7","-0.6","14"
