"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4236","0","80.5","41.2","-0.1","185","0.0"
"","Haryana","6084","254","114.4","67.8","1.1","145","0.1"
"","Rajasthan","9949","383","207.2","63.9","2.9","411","8.4"
"","Delhi","3484","0","66.4","54.6","-1.1","138","0.0"
"","UP","12697","0","283.6","108.4","-0.8","345","0.0"
"","Uttarakhand","1726","0","33.8","14.9","0.7","115","0.0"
"","HP","1393","0","25.2","17.2","-0.2","116","0.0"
"","J&K","1864","466","39.2","33.9","-0.6","169","9.2"
"","Chandigarh","172","0","3.2","3.4","-0.2","7","0.0"
"WR","Chhattisgarh","3240","0","69.7","13.5","1.8","224","1.3"
"","Gujarat","14904","0","324.2","88.0","0.1","525","0.0"
"","MP","11152","16","237.4","168.9","1.3","457","0.0"
"","Maharashtra","21221","18","443.9","126.1","-0.1","314","0.1"
"","Goa","454","0","9.2","9.4","-0.2","81","0.0"
"","DD","327","0","7.3","6.4","0.9","74","0.0"
"","DNH","753","0","17.1","16.6","0.5","114","0.0"
"","Essar steel","439","0","8.4","8.7","-0.4","171","0.0"
"SR","Andhra Pradesh","7129","0","151.6","45.4","-3.8","413","0.0"
"","Telangana","7750","0","163.7","66.1","-0.7","429","0.0"
"","Karnataka","7420","1100","163.0","57.3","5.4","408","7.2"
"","Kerala","3394","0","64.2","46.4","0.1","164","0.0"
"","Tamil Nadu","11707","0","241.3","121.9","-4.7","454","0.0"
"","Pondy","320","0","6.4","6.7","-0.3","37","0.0"
"ER","Bihar","3695","200","65.3","56.4","3.5","412","1.2"
"","DVC","2874","210","62.7","-22.3","3.6","435","0.6"
"","Jharkhand","1006","100","21.3","14.5","1.2","185","0.4"
"","Odisha","3685","200","72.1","28.5","2.9","456","0.6"
"","West Bengal","7202","0","121.9","36.5","2.0","495","0.0"
"","Sikkim","105","0","1.4","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","115","1","2.3","1.8","0.4","43","0.0"
"","Assam","1451","34","22.1","14.8","2.9","268","0.5"
"","Manipur","173","0","2.2","2.5","-0.2","35","0.0"
"","Meghalaya","302","0","5.7","2.3","-0.2","40","0.0"
"","Mizoram","70","2","1.2","0.6","0.5","45","0.0"
"","Nagaland","122","1","2.1","1.5","0.1","28","0.0"
"","Tripura","210","4","3.7","2.0","0.1","57","0.0"
