"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5094","0","100.0","46.5","0.3","164"
"","Haryana","5827","0","113.2","60.2","-3.8","129"
"","Rajasthan","9910","0","210.2","73.3","2.7","344"
"","Delhi","3048","0","56.1","42.7","-0.2","235"
"","UP","10722","1330","229.2","108.2","0.8","442"
"","Uttarakhand","1743","0","32.7","24.7","1.4","173"
"","HP","1359","0","24.8","19.3","1.0","111"
"","J&K","2048","512","40.5","34.4","0.0","187"
"","Chandigarh","178","0","3.3","3.4","0.3","29"
"WR","Chhattisgarh","3080","96","66.4","24.8","0.6","218"
"","Gujarat","12721","9","270.0","79.3","-1.3","388"
"","MP","10317","0","219.2","128.4","-1.5","307"
"","Maharashtra","18476","15","393.9","112.8","-5.0","422"
"","Goa","414","0","8.6","8.2","-0.2","39"
"","DD","290","0","6.4","6.3","0.1","35"
"","DNH","676","0","15.8","15.8","0.0","0"
"","Essar steel","276","0","5.6","5.4","0.2","117"
"SR","Andhra Pradesh","5520","0","119.6","17.6","2.6","250"
"","Telangana","5789","0","125.8","83.8","-2.7","215"
"","Karnataka","7550","1000","162.0","26.1","-0.1","492"
"","Kerala","3310","0","62.2","45.4","2.2","215"
"","Tamil Nadu","9951","0","197.4","84.8","2.2","350"
"","Pondy","237","0","4.6","4.6","0.0","19"
"ER","Bihar","3319","0","63.9","60.0","1.2","345"
"","DVC","2485","0","56.5","-10.8","-0.2","210"
"","Jharkhand","1049","75","23.4","10.1","0.4","180"
"","Odisha","3857","0","65.5","25.1","2.3","350"
"","West Bengal","6351","7","117.6","25.0","1.9","386"
"","Sikkim","104","0","1.6","0.9","0.8","25"
"NER","Arunachal Pradesh","115","6","1.2","1.5","-0.2","64"
"","Assam","1262","32","20.5","14.6","1.9","205"
"","Manipur","154","0","2.4","2.4","0.0","27"
"","Meghalaya","297","3","4.8","4.4","-0.5","1"
"","Mizoram","85","2","1.4","1.1","0.2","28"
"","Nagaland","108","5","1.7","1.6","0.1","38"
"","Tripura","208","1","3.4","-0.4","1.7","58"
