"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5822","0","125.7","62.7","-1.2","87","0.0"
"","Haryana","6687","0","137.9","117.1","1.1","161","0.0"
"","Rajasthan","10127","0","202.3","63.3","-2.2","449","0.0"
"","Delhi","3859","0","75.9","60.0","-0.4","174","0.0"
"","UP","15754","0","286.7","116.1","3.9","818","4.7"
"","Uttarakhand","1764","0","35.9","20.4","0.6","149","0.0"
"","HP","1508","0","27.4","16.2","0.2","68","0.0"
"","J&K","2434","608","43.5","34.7","-0.1","501","10.3"
"","Chandigarh","205","0","3.7","3.5","0.2","24","0.0"
"WR","Chhattisgarh","3320","0","72.8","21.1","-0.4","165","0.0"
"","Gujarat","14931","0","327.4","76.0","2.3","648","0.0"
"","MP","8004","0","164.9","103.2","-2.6","1029","0.0"
"","Maharashtra","17973","0","383.7","139.7","-3.7","671","0.0"
"","Goa","541","0","10.5","10.4","-0.4","36","0.0"
"","DD","330","0","7.5","7.0","0.5","42","0.0"
"","DNH","805","0","18.6","18.6","0.0","33","0.0"
"","Essar steel","324","0","6.0","6.0","0.1","297","0.0"
"SR","Andhra Pradesh","7117","0","146.6","51.8","-0.2","496","0.0"
"","Telangana","6934","0","145.2","45.9","-1.2","433","0.0"
"","Karnataka","7679","0","147.2","20.6","-2.3","714","0.0"
"","Kerala","3235","0","65.1","48.1","0.7","382","0.0"
"","Tamil Nadu","12996","0","259.4","149.1","-0.9","815","0.0"
"","Pondy","356","0","7.1","7.6","-0.5","25","0.0"
"ER","Bihar","4245","0","74.1","75.3","-3.6","318","0.0"
"","DVC","2896","0","58.6","-22.8","0.4","264","0.0"
"","Jharkhand","933","0","20.0","14.5","-1.2","50","0.0"
"","Odisha","3456","0","70.8","7.3","0.5","350","0.0"
"","West Bengal","6809","0","124.8","48.9","-0.3","200","0.0"
"","Sikkim","100","0","1.2","1.4","-3.6","10","0.0"
"NER","Arunachal Pradesh","112","1","2.0","1.9","-0.1","20","0.0"
"","Assam","1385","131","24.6","20.2","-0.2","141","2.1"
"","Manipur","176","2","2.5","2.4","0.1","30","0.0"
"","Meghalaya","333","0","6.1","2.6","0.3","191","0.0"
"","Mizoram","98","1","1.7","0.4","0.6","14","0.0"
"","Nagaland","117","2","2.1","1.9","-0.1","10","0.0"
"","Tripura","225","0","4.1","3.1","-0.5","34","0.0"
