"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10789","0","238.7","113.7","0.5","143"
"","Haryana","8180","0","174.1","116.2","-0.7","270"
"","Rajasthan","8159","0","181.6","51.4","1.6","270"
"","Delhi","5580","8","108.9","86.0","0.0","281"
"","UP","12313","2440","284.2","128.5","2.9","408"
"","Uttarakhand","1426","230","34.8","14.4","1.8","289"
"","HP","1177","15","25.3","2.6","0.7","103"
"","J&K","1837","459","35.9","20.3","1.0","326"
"","Chandigarh","282","0","5.9","5.6","0.3","51"
"WR","Chhattisgarh","3140","96","76.8","24.7","0.9","199"
"","Gujarat","11587","0","261.6","58.3","-7.5","317"
"","MP","6795","0","141.0","88.2","-2.0","272"
"","Maharashtra","17485","44","395.4","113.0","3.4","374"
"","Goa","360","0","7.8","7.0","0.3","78"
"","DD","280","0","6.5","6.5","0.0","21"
"","DNH","695","0","16.2","16.4","-0.2","18"
"","Essar steel","421","0","8.8","8.4","0.4","110"
"SR","Andhra Pradesh","6550","0","145.5","25.7","1.4","535"
"","Telangana","5767","0","128.9","80.5","0.2","348"
"","Karnataka","7790","350","165.4","29.4","2.1","578"
"","Kerala","3078","0","56.6","32.5","2.0","233"
"","Tamil Nadu","12265","0","284.3","94.5","2.1","408"
"","Pondy","317","0","6.7","6.7","0.0","33"
"ER","Bihar","2785","0","57.3","56.5","-1.4","345"
"","DVC","2514","0","57.3","-20.3","-0.8","395"
"","Jharkhand","1070","0","20.4","11.8","-2.2","85"
"","Odisha","3886","0","78.4","18.8","3.1","425"
"","West Bengal","6877","0","135.2","44.3","2.9","385"
"","Sikkim","76","0","1.6","1.2","0.4","35"
"NER","Arunachal Pradesh","100","1","1.3","2.4","-1.1","44"
"","Assam","1280","102","23.6","20.1","-1.3","152"
"","Manipur","112","2","2.1","2.6","-0.5","28"
"","Meghalaya","285","1","4.5","1.5","-1.0","34"
"","Mizoram","60","2","1.1","1.3","-0.2","17"
"","Nagaland","104","1","1.7","1.8","-0.1","18"
"","Tripura","245","1","4.2","1.7","0.3","58"
