"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6879","0","148.9","99.2","1.1","143"
"","Haryana","6030","0","129.4","88.1","-2.0","271"
"","Rajasthan","7535","0","162.2","65.8","-3.2","79"
"","Delhi","4510","0","89.1","65.5","-3.4","152"
"","UP","10927","1800","239.4","103.5","-1.7","582"
"","Uttarakhand","1647","0","34.0","18.2","-1.3","74"
"","HP","1100","0","23.9","4.7","-2.4","46"
"","J&K","1404","100","28.3","16.3","-1.4","178"
"","Chandigarh","261","0","5.1","5.4","0.3","261"
"WR","Chhattisgarh","2642","12","60.3","15.0","-2.3","424"
"","Gujarat","10898","23","246.8","70.9","3.0","409"
"","MP","6222","11","131.1","76.3","-4.8","317"
"","Maharashtra","14900","151","337.2","106.2","2.7","435"
"","Goa","330","1","6.9","7.4","-0.6","41"
"","DD","232","0","5.6","6.0","-0.4","38"
"","DNH","570","1","13.6","14.0","-0.4","50"
"SR","Andhra Pradesh","9434","1000","216.4","67.3","3.7","345"
"","Karnataka","5929","400","117.4","17.5","-1.5","332"
"","Kerala","2415","400","44.1","29.2","2.6","439"
"","Tamil Nadu","10370","578","224.7","60.0","-0.8","426"
"","Pondy","274","0","6.0","6.4","-0.4","20"
"ER","Bihar","1931","300","38.2","39.7","-1.5","110"
"","DVC","2420","0","53.0","-18.9","0.4","240"
"","Jharkhand","865","0","16.9","16.1","-0.3","90"
"","Odisha","3476","0","66.8","21.4","1.5","440"
"","West Bengal","6014","5","119.0","40.6","5.4","410"
"","Sikkim","84","0","1.1","1.2","-0.1","5"
"NER","Arunachal Pradesh","99","3","1.5","1.6","-0.2","29"
"","Assam","1080","134","21.1","13.7","2.2","223"
"","Manipur","102","3","1.4","1.9","-0.5","19"
"","Meghalaya","228","17","4.3","0.2","-0.2","123"
"","Mizoram","45","3","1.0","1.1","-0.1","1"
"","Nagaland","88","4","1.6","1.2","0.1","24"
"","Tripura","203","10","2.7","1.1","0.1","77"
