"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9074","0","204.9","97.3","-0.2","132","0.0"
"","Haryana","8183","68","164.4","113.3","0.9","206","0.1"
"","Rajasthan","9629","147","213.0","70.5","-2.6","108","0.2"
"","Delhi","5080","0","105.3","80.6","0.2","189","0.0"
"","UP","16821","1380","379.8","178.1","1.0","438","7.2"
"","Uttarakhand","1946","0","39.9","11.5","0.4","132","0.0"
"","HP","1371","0","27.2","3.8","1.9","257","0.0"
"","J&K","2036","509","39.7","16.0","3.8","461","9.4"
"","Chandigarh","248","0","5.1","5.2","-0.2","16","0.0"
"WR","Chhattisgarh","3803","283","88.4","27.6","-1.1","288","5.9"
"","Gujarat","13922","0","308.6","65.7","0.2","330","0.0"
"","MP","8063","0","185.6","118.2","2.5","631","0.0"
"","Maharashtra","17854","0","407.1","114.1","0.4","392","0.0"
"","Goa","435","0","9.4","8.8","0.6","124","0.0"
"","DD","307","0","7.0","6.1","0.9","81","0.0"
"","DNH","745","0","17.2","16.3","0.8","75","0.0"
"","Essar steel","272","0","3.4","4.1","-0.8","162","0.0"
"SR","Andhra Pradesh","6947","0","146","40","3.0","555","0.0"
"","Telangana","8474","0","179","97","0.7","408","0.0"
"","Karnataka","7445","0","148","48","1.5","357","0.0"
"","Kerala","3206","0","64","42","1.3","315","0.0"
"","Tamil Nadu","12568","0","272","144","2.1","610","0.0"
"","Pondy","318","0","7","7","-0.1","27","0.0"
"ER","Bihar","4255","100","79.5","74.9","-1.1","140","0.3"
"","DVC","2992","50","66.1","-29.2","1.3","400","0.5"
"","Jharkhand","1156","0","24.4","16.1","0.6","200","0.0"
"","Odisha","4186","0","87.1","32.7","2.2","280","1.2"
"","West Bengal","8473","0","162.2","56.7","2.7","300","0.0"
"","Sikkim","70","0","1.1","1.0","0.1","10","0.0"
"NER","Arunachal Pradesh","111","2","2.1","2.7","-0.6","22","0.0"
"","Assam","1526","167","27.8","21.4","2.0","135","1.8"
"","Manipur","151","2","2.1","2.4","-0.3","35","0.0"
"","Meghalaya","281","0","5.0","-1.7","-0.2","47","0.0"
"","Mizoram","77","1","1.3","1.3","0.0","12","0.0"
"","Nagaland","114","1","2.0","2.1","-0.3","27","0.0"
"","Tripura","237","11","4.2","3.4","0.6","57","0.1"
