"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6992","0","149.8","98.5","0.7","159"
"","Haryana","6041","0","134.5","75.9","-2.8","364"
"","Rajasthan","7500","0","166.5","60.2","-0.3","695"
"","Delhi","4713","6","99.6","74.7","-4.0","194"
"","UP","11314","1360","245.8","108.5","-1.0","442"
"","Uttarakhand","1668","0","35.8","19.6","-0.9","98"
"","HP","1156","0","24.5","5.9","-2.8","10"
"","J&K","1506","100","28.8","20.5","-5.2","109"
"","Chandigarh","300","0","5.7","5.3","0.3","51"
"WR","Chhattisgarh","2956","56","66.5","19.6","-4.5","326"
"","Gujarat","11856","23","261.1","57.2","-3.3","385"
"","MP","6915","0","138.9","78.6","-0.9","403"
"","Maharashtra","17031","495","366.2","120.0","1.5","481"
"","Goa","353","0","7.0","7.3","-0.7","40"
"","DD","252","0","5.9","6.2","-0.3","36"
"","DNH","577","0","13.6","13.5","0.1","48"
"SR","Andhra Pradesh","10866","1800","239.8","88.3","3.2","395"
"","Karnataka","7075","400","149.4","24.2","-1.0","508"
"","Kerala","2687","500","54.5","39.7","1.8","308"
"","Tamil Nadu","11675","2700","238.9","63.5","1.8","609"
"","Pondy","312","0","6.3","7.3","-1.0","22"
"ER","Bihar","1587","220","36.0","35.4","0.6","150"
"","DVC","2603","0","55.5","-28.7","-2.9","200"
"","Jharkhand","1002","0","20.7","10.2","0.3","50"
"","Odisha","3591","0","72.2","7.9","0.9","380"
"","West Bengal","6260","0","122.8","31.3","4.1","823"
"","Sikkim","117","0","2.0","0.6","1.3","52"
"NER","Arunachal Pradesh","98","2","1.4","1.4","-0.1","29"
"","Assam","1020","159","18.6","12.7","0.2","89"
"","Manipur","95","5","1.2","1.9","-0.7","23"
"","Meghalaya","286","4","4.5","0.8","0.4","72"
"","Mizoram","50","10","1.0","1.0","0.0","10"
"","Nagaland","87","4","1.5","1.2","-0.1","14"
"","Tripura","185","12","2.8","1.4","-0.2","39"
