"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10447","0","231.4","129.0","0.0","111","0.0"
"","Haryana","8945","0","174.3","114.5","0.8","234","0.0"
"","Rajasthan","8859","0","189.4","66.9","0.9","373","0.0"
"","Delhi","5548","0","112.7","90.9","-0.3","214","0.0"
"","UP","16548","0","348.7","162.1","2.2","570","0.0"
"","Uttarakhand","1786","0","37.2","11.7","-0.3","159","0.0"
"","HP","1351","0","27.1","-2.5","3.0","367","0.5"
"","J&K","2008","502","37.4","12.7","-1.3","160","8.9"
"","Chandigarh","297","0","6.0","6.5","-0.6","5","0.0"
"WR","Chhattisgarh","3829","0","86.3","24.2","-0.4","247","0.0"
"","Gujarat","12639","0","283.6","55.3","-1.7","478","0.0"
"","MP","7403","0","155.0","84.5","-2.5","265","0.1"
"","Maharashtra","19844","0","438.6","131.0","3.8","380","0.0"
"","Goa","416","0","9.0","8.3","0.7","51","0.0"
"","DD","328","0","7.4","6.2","1.2","59","0.0"
"","DNH","745","0","17.1","16.7","0.5","58","0.0"
"","Essar steel","273","0","5.4","5.5","-0.1","143","0.0"
"SR","Andhra Pradesh","7049","0","159","57","6.0","685","0.0"
"","Telangana","7977","0","169","80","-2.5","420","0.0"
"","Karnataka","8607","0","184","73","5.8","620","0.0"
"","Kerala","3333","0","67","43","1.7","324","0.0"
"","Tamil Nadu","12784","0","277","135","2.0","895","0.0"
"","Pondy","338","0","7","7","0.2","37","0.0"
"ER","Bihar","3764","0","73.3","67.2","-0.8","225","0.0"
"","DVC","2286","0","62.5","-18.3","1.8","220","0.0"
"","Jharkhand","1073","0","23.6","16.5","-0.9","90","0.0"
"","Odisha","4142","0","81.5","28.1","-1.2","225","0.0"
"","West Bengal","7464","0","146.6","56.4","0.5","250","0.0"
"","Sikkim","90","0","1.2","1.0","0.2","10","0.0"
"NER","Arunachal Pradesh","107","3","2.0","3.1","-1.0","8","0.0"
"","Assam","1502","202","28.0","21.4","1.6","164","1.9"
"","Manipur","154","2","2.1","2.4","-0.3","21","0.1"
"","Meghalaya","292","0","4.4","-0.1","-0.9","34","0.0"
"","Mizoram","76","2","1.3","1.4","-0.2","5","0.0"
"","Nagaland","119","1","2.2","2.2","-0.3","7","0.0"
"","Tripura","210","12","3.9","3.7","-0.3","49","0.1"
