"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7971","0","167.0","67.5","-2.2","122","0.0"
"","Haryana","7190","254","150.9","92.1","2.4","221","58.8"
"","Rajasthan","8949","759","199.6","83.1","2.5","293","18.0"
"","Delhi","4645","0","98.1","72.6","-0.3","231","0.0"
"","UP","16663","1230","343.2","136.0","1.8","933","0.0"
"","Uttarakhand","1777","150","38.2","12.9","-0.3","83","0.3"
"","HP","1294","0","25.3","8.4","0.6","134","0.1"
"","J&K","2049","512","41.2","29.9","-1.2","168","9.7"
"","Chandigarh","244","0","4.8","5.0","-0.2","34","0.0"
"WR","Chhattisgarh","3578","0","84.2","32.4","-0.6","98","0.0"
"","Gujarat","15731","0","355.9","89.3","-0.3","338","0.0"
"","MP","8656","0","188.5","120.4","0.4","417","0.0"
"","Maharashtra","20740","1062","427.9","142.6","4.6","624","19.6"
"","Goa","415","0","9.0","8.7","0.0","39","0.0"
"","DD","341","0","7.6","6.6","1.0","92","0.0"
"","DNH","761","0","17.5","16.2","1.3","101","0.0"
"","Essar steel","326","0","6.0","6.0","0.0","123","0.0"
"SR","Andhra Pradesh","6693","0","143.0","40.3","-0.2","516","0.0"
"","Telangana","7058","0","158.3","64.4","2.2","399","0.0"
"","Karnataka","6997","0","141.0","48.4","1.5","382","0.0"
"","Kerala","3485","0","67.3","41.0","0.9","195","0.0"
"","Tamil Nadu","13455","0","286.4","135.5","0.9","524","0.0"
"","Pondy","329","0","6.6","7.0","-0.4","48","0.0"
"ER","Bihar","4570","0","84.5","76.7","0.6","200","0.3"
"","DVC","2339","0","60.2","-17.1","4.2","220","0.5"
"","Jharkhand","1087","0","23.8","16.3","0.4","80","0.3"
"","Odisha","4298","0","81.8","32.0","-1.2","225","0.6"
"","West Bengal","8000","0","140.2","43.0","0.5","250","0.1"
"","Sikkim","94","0","1.2","1.2","0.0","10","0.0"
"NER","Arunachal Pradesh","115","0","2.1","2.7","-0.5","13","0.0"
"","Assam","1662","77","29.0","20.8","3.0","125","1.1"
"","Manipur","147","1","2.0","2.3","-0.2","11","0.0"
"","Meghalaya","266","0","6.3","-1.7","1.0","12","0.0"
"","Mizoram","83","1","1.3","1.2","0.0","9","0.0"
"","Nagaland","110","1","1.9","1.8","0.0","18","0.0"
"","Tripura","289","0","4.9","3.9","0.9","56","0.1"
