"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5157","0","103.8","51.6","0.3","134"
"","Haryana","5489","0","104.7","52.3","-2.0","178"
"","Rajasthan","6367","0","142.8","52.9","-3.9","64"
"","Delhi","3937","0","83.4","58.1","-3.2","144"
"","UP","10015","1235","228.0","87.8","-1.8","239"
"","Uttarakhand","1591","75","32.7","19.4","0.0","105"
"","HP","1217","0","23.6","14.6","-3.9","48"
"","J&K","1486","100","30.2","22.3","-2.9","36"
"","Chandigarh","223","0","4.5","4.6","-0.1","16"
"WR","Chhattisgarh","3158","63","67.9","19.8","2.9","484"
"","Gujarat","11546","59","262.8","37.2","-4.4","607"
"","MP","6473","14","134.7","66.0","-2.0","156"
"","Maharashtra","17084","566","367.9","136.7","8.6","738"
"","Goa","364","51","8.3","7.0","0.9","107"
"","DD","272","1","6.3","5.3","1.0","57"
"","DNH","594","1","14.0","13.5","0.4","96"
"SR","Andhra Pradesh","10517","2000","239.2","74.5","1.5","212"
"","Karnataka","7223","800","156.8","23.8","1.1","150"
"","Kerala","2821","500","58.9","34.7","2.3","313"
"","Tamil Nadu","10864","1904","232.9","78.8","2.3","417"
"","Pondy","321","0","6.7","7.4","-0.7","38"
"ER","Bihar","1624","300","32.9","33.0","-0.1","170"
"","DVC","2704","0","59.7","-26.9","-0.2","250"
"","Jharkhand","955","0","21.3","9.7","1.0","60"
"","Odisha","3625","0","70.9","9.7","2.6","300"
"","West Bengal","6586","20","129.0","34.4","6.9","400"
"","Sikkim","90","0","1.2","1.1","0.0","20"
"NER","Arunachal Pradesh","90","5","0.8","0.9","-0.1","40"
"","Assam","952","223","16.8","10.9","1.7","141"
"","Manipur","91","1","1.1","0.9","0.2","43"
"","Meghalaya","231","3","3.3","1.5","0.6","83"
"","Mizoram","55","2","1.1","0.7","0.3","18"
"","Nagaland","76","4","1.1","1.2","0.0","43"
"","Tripura","185","40","3.1","1.0","0.2","31"
