"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10412","0","236.6","118.9","-0.3","253"
"","Haryana","8457","48","176.2","124.5","-4.3","44"
"","Rajasthan","8704","65","195.2","53.4","1.3","392"
"","Delhi","5555","38","111.0","97.7","-2.0","239"
"","UP","14122","0","300.2","136.1","0.8","446"
"","Uttarakhand","1797","40","39.8","18.9","0.6","223"
"","HP","1261","0","26.9","5.6","1.3","134"
"","J&K","1800","450","32.4","15.5","-4.8","23"
"","Chandigarh","307","0","6.4","6.2","0.3","38"
"WR","Chhattisgarh","3275","0","77","23","2","469"
"","Gujarat","14596","0","314","79","-2","542"
"","MP","6821","10","143","111","1","306"
"","Maharashtra","17634","42","390","132","3","687"
"","Goa","395","0","8","8","0","41"
"","DD","319","0","7","6","1","64"
"","DNH","752","0","17","18","0","10"
"","Essar steel","579","0","10","10","0","179"
"SR","Andhra Pradesh","6005","0","133","15.0","-0.8","1038"
"","Telangana","5841","0","126","69.9","-0.3","274"
"","Karnataka","7366","0","155","59.2","3.5","574"
"","Kerala","3220","0","59","47.1","1.0","227"
"","Tamil Nadu","13671","0","294","118.6","-1.5","558"
"","Pondy","336","0","7","7.1","-0.3","44"
"ER","Bihar","3159","0","61","61.5","-2.9","250"
"","DVC","2809","0","64","-29.0","1.4","290"
"","Jharkhand","1090","0","21","17.4","-0.3","180"
"","Odisha","3952","0","77","28.2","0.2","320"
"","West Bengal","7933","0","159","43.0","1.1","350"
"","Sikkim","89","0","1","1.1","0.4","15"
"NER","Arunachal Pradesh","102","6","2","1.9","-0.4","11"
"","Assam","1445","96","27","19.7","2.7","217"
"","Manipur","139","3","2","1.9","0.0","33"
"","Meghalaya","290","0","5","0.5","0.3","56"
"","Mizoram","78","3","1","1.1","0.2","18"
"","Nagaland","101","5","1","2.1","-0.6","8"
"","Tripura","258","1","5","3.4","0.8","80"
