"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5543","0","108.7","57.6","1.7","291"
"","Haryana","6221","0","128.4","79.3","-2.0","196"
"","Rajasthan","10152","0","212.3","64.4","1.4","290"
"","Delhi","3109","0","56.1","42.2","0.2","214"
"","UP","12558","700","249.0","108.1","1.7","283"
"","Uttarakhand","1785","0","34.9","22.7","3.0","233"
"","HP","1356","0","24.6","20.2","0.4","101"
"","J&K","1997","499","41.7","36.9","-0.6","177"
"","Chandigarh","185","0","3.3","3.2","0.3","20"
"WR","Chhattisgarh","3615","96","75.9","26.8","-2.0","224"
"","Gujarat","12829","4","288.8","60.3","5.0","410"
"","MP","9390","0","191.5","109.5","-2.7","416"
"","Maharashtra","18550","4","400.4","110.3","-0.7","586"
"","Goa","425","0","8.6","7.8","0.2","46"
"","DD","283","0","6.2","6.1","0.1","33"
"","DNH","719","0","16.8","16.8","0.0","10"
"","Essar steel","482","0","9.7","8.3","1.4","196"
"SR","Andhra Pradesh","6903","0","153.0","18.2","2.4","659"
"","Telangana","6218","0","141.6","93.4","0.4","125"
"","Karnataka","9013","800","202.6","59.8","1.4","481"
"","Kerala","3554","0","70.2","49.8","2.1","336"
"","Tamil Nadu","13892","0","300.4","147.6","2.5","382"
"","Pondy","310","0","6.5","6.9","-0.4","27"
"ER","Bihar","3492","150","63.2","58.5","0.1","200"
"","DVC","2665","0","59.3","-22.0","-0.7","180"
"","Jharkhand","996","0","20.7","13.4","0.8","50"
"","Odisha","3297","0","65.8","16.6","1.2","200"
"","West Bengal","7056","0","120.7","20.8","1.3","180"
"","Sikkim","97","0","1.6","1.0","0.6","20"
"NER","Arunachal Pradesh","111","3","2.0","1.4","0.6","41"
"","Assam","1265","98","20.3","14.1","1.5","213"
"","Manipur","139","1","2.4","2.3","0.1","32"
"","Meghalaya","280","0","4.6","3.6","-0.2","39"
"","Mizoram","83","1","1.4","0.9","0.5","44"
"","Nagaland","97","3","2.0","1.5","0.5","20"
"","Tripura","215","6","3.1","0.6","-0.1","51"
