"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","11095","0","216.9","112.9","-0.1","132"
"","Haryana","8991","0","193.8","104.2","-1.7","104"
"","Rajasthan","9366","0","203.5","50.3","8.2","671"
"","Delhi","5301","61","110.7","80.1","0.6","431"
"","UP","11355","3515","257.0","125.8","4.1","525"
"","Uttarakhand","1747","190","36.9","17.0","0.8","234"
"","HP","1292","0","26.7","-0.1","0.1","128"
"","J&K","1562","100","30.1","14.1","1.0","225"
"","Chandigarh","322","0","6.3","5.5","0.8","77"
"WR","Chhattisgarh","3025","42","75.2","18.8","0.8","267"
"","Gujarat","12726","0","288.3","39.8","2.5","470"
"","MP","6967","416","149.2","78.6","1.5","504"
"","Maharashtra","15720","490","353.7","109.0","2.3","478"
"","Goa","384","0","7.6","6.3","0.8","79"
"","DD","274","0","6.1","4.2","1.9","45"
"","DNH","660","0","15.4","13.8","1.6","80"
"","Essar steel","301","0","5.9","5.7","0.2","11"
"SR","Andhra Pradesh","6043","800","138.1","28.8","1.2","329"
"","Telangana","6248","200","138.4","59.0","3.3","337"
"","Karnataka","7208","400","141.8","19.2","0.4","222"
"","Kerala","3004","150","57.6","25.0","1.7","224"
"","Tamil Nadu","12165","0","265.7","70.7","1.8","357"
"","Pondy","323","0","6.9","7.0","-0.1","24"
"ER","Bihar","2240","400","44.3","40.7","1.5","210"
"","DVC","2276","300","52.1","-16.1","4.1","580"
"","Jharkhand","936","0","19.5","12.6","0.4","80"
"","Odisha","3538","0","72.1","7.6","-0.5","110"
"","West Bengal","7257","0","145.6","48.9","5.1","460"
"","Sikkim","87","0","1.2","0.8","0.5","25"
"NER","Arunachal Pradesh","97","13","1.7","1.9","-0.2","28"
"","Assam","1110","287","23.4","14.5","2.1","197"
"","Manipur","117","8","1.8","2.2","-0.4","21"
"","Meghalaya","245","4","3.9","0.4","0.0","109"
"","Mizoram","66","8","1.0","1.1","-0.3","14"
"","Nagaland","104","1","1.7","1.6","-0.3","29"
"","Tripura","192","35","3.4","1.6","0.0","44"
