"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7287","0","160.5","117.7","-0.1","296"
"","Haryana","5973","0","121.7","69.0","0.5","466"
"","Rajasthan","5735","60","123.5","51.2","-3.4","92"
"","Delhi","4167","0","86.1","67.7","-0.9","202"
"","UP","10912","1830","224.2","122.9","-3.5","276"
"","Uttarakhand","1413","150","30.1","12.7","0.8","151"
"","HP","1079","0","22.8","-0.1","0.0","87"
"","J&K","1435","100","28.6","15.3","-0.4","193"
"","Chandigarh","282","0","5.4","5.4","0.0","19"
"WR","Chhattisgarh","2422","131","55.3","16.9","5.8","502"
"","Gujarat","9289","79","199.3","53.7","0.3","823"
"","MP","4753","27","100.0","34.3","-2.4","281"
"","Maharashtra","14425","441","318.5","90.0","5.2","548"
"","Goa","378","2","7.8","5.2","2.1","166"
"","DD","255","1","5.8","5.1","0.8","92"
"","DNH","642","3","15.0","13.3","1.7","134"
"","Essar steel","264","1","5.8","6.2","-0.4","51"
"SR","Andhra Pradesh","10590","0","244.6","67.1","1.9","295"
"","Karnataka","7327","350","153.4","16.5","-3.2","220"
"","Kerala","3058","150","55.7","21.4","0.4","196"
"","Tamil Nadu","11425","212","246.5","69.3","-1.6","615"
"","Pondy","308","0","6.2","6.4","-0.3","29"
"ER","Bihar","1798","500","31.9","38.5","-6.6","96"
"","DVC","2444","0","52.1","-19.4","-1.0","210"
"","Jharkhand","1014","0","16.7","14.3","-3.9","50"
"","Odisha","3640","0","66.8","18.4","-1.4","204"
"","West Bengal","6296","36","101.6","44.6","3.3","440"
"","Sikkim","81","0","1.0","1.0","0.0","14"
"NER","Arunachal Pradesh","91","2","1.2","1.3","-0.2","44"
"","Assam","1139","160","22.2","13.9","3.8","229"
"","Manipur","105","5","1.2","1.8","-0.5","25"
"","Meghalaya","250","2","4.4","0.2","-0.2","79"
"","Mizoram","55","1","1.0","1.0","0.1","10"
"","Nagaland","84","3","1.3","1.3","-0.4","38"
"","Tripura","183","33","3.2","1.0","0.5","67"
