"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5718","0","108.2","16.8","0.1","128","0.0"
"","Haryana","6753","0","128.5","63.3","1.3","220","0.1"
"","Rajasthan","10863","0","211.5","69.7","1.9","327","0.0"
"","Delhi","4124","0","68.9","51.4","-0.9","201","0.0"
"","UP","13848","190","310.5","112.9","2.0","711","1.1"
"","Uttarakhand","2137","0","39.2","28.6","0.8","210","0.1"
"","HP","1541","0","27.6","22.5","0.7","171","0.0"
"","J&K","2198","550","47.1","43.3","-0.4","95","11.1"
"","Chandigarh","235","0","3.8","3.9","-0.1","15","0.0"
"WR","Chhattisgarh","3344","0","73.4","7.9","-0.7","286","0.0"
"","Gujarat","14174","10","299.4","95.5","0.0","525","0.0"
"","MP","12105","0","227.1","130.5","-2.5","345","0.0"
"","Maharashtra","20014","0","409.3","130.7","2.3","422","0.0"
"","Goa","436","0","9.2","8.5","0.2","48","0.0"
"","DD","326","0","7.2","6.8","0.5","82","0.0"
"","DNH","735","0","17.6","16.6","1.0","96","0.0"
"","Essar steel","487","0","9.9","9.7","0.2","155","0.0"
"SR","Andhra Pradesh","8288","0","165.2","48.2","3.0","293","0.1"
"","Telangana","9307","0","179.7","80.3","-1.9","356","0.1"
"","Karnataka","9657","0","204.7","87.5","1.1","280","0.0"
"","Kerala","3438","0","64.7","51.7","0.5","422","0.1"
"","Tamil Nadu","14245","0","292.5","151.2","3.8","25","0.0"
"","Pondy","317","0","6.3","7.0","-0.7","0","0.0"
"ER","Bihar","4297","0","73.9","70.0","-2.4","200","0.0"
"","DVC","2967","0","70.8","-26.7","-1.3","220","0.0"
"","Jharkhand","1188","0","24.5","14.3","0.1","45","0.0"
"","Odisha","3942","0","67.7","22.9","1.8","225","0.0"
"","West Bengal","6504","0","111.5","14.9","1.1","220","0.0"
"","Sikkim","120","0","1.6","1.6","0.0","10","0.0"
"NER","Arunachal Pradesh","130","1","2.2","2.0","0.1","56","0.0"
"","Assam","1418","35","23.6","19.8","1.3","172","0.3"
"","Manipur","186","2","2.7","2.9","-0.1","23","0.0"
"","Meghalaya","318","0","6.4","3.9","-0.3","45","0.0"
"","Mizoram","90","1","1.8","1.0","0.1","26","0.0"
"","Nagaland","127","2","2.1","1.9","0.0","21","0.0"
"","Tripura","230","0","3.4","1.8","-0.1","29","0.0"
