"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4973","0","98.6","44.7","-0.8","66","0.0"
"","Haryana","6343","0","106.5","87.8","0.3","280","0.0"
"","Rajasthan","7699","0","168.3","52.2","-2.3","145","0.0"
"","Delhi","3671","0","74.4","63.8","-0.6","104","0.0"
"","UP","15465","0","269.9","115.0","2.9","576","0.0"
"","Uttarakhand","1729","0","33.7","13.2","-0.1","77","0.0"
"","HP","1364","0","25.8","8.4","0.9","182","0.0"
"","J&K","2227","557","46.7","30.5","0.1","187","11.1"
"","Chandigarh","164","0","3.2","3.9","-0.7","0","0.0"
"WR","Chhattisgarh","4405","0","101.8","46.7","-4.1","260","0.0"
"","Gujarat","15959","0","355.9","137.0","2.8","628","0.0"
"","MP","8316","0","181.0","75.7","-0.7","430","0.0"
"","Maharashtra","21513","0","482.3","152.9","0.7","463","0.0"
"","Goa","548","0","13.8","11.5","2.2","85","0.0"
"","DD","335","0","7.5","7.2","0.3","32","0.0"
"","DNH","800","0","18.7","18.7","0.0","54","0.0"
"","Essar steel","225","0","3.3","3.1","0.3","304","0.0"
"SR","Andhra Pradesh","9130","0","195.6","63.5","0.0","639","0.0"
"","Telangana","8754","0","186.3","78.6","-0.3","483","0.0"
"","Karnataka","10950","0","217.0","65.8","-0.3","672","0.0"
"","Kerala","3521","0","76.5","58.5","1.2","185","0.0"
"","Tamil Nadu","14457","0","306.4","165.5","-2.3","604","0.0"
"","Pondy","480","0","7.2","7.4","-0.3","35","0.0"
"ER","Bihar","4626","0","81.1","77.8","0.0","50","0.0"
"","DVC","3237","0","66.0","-38.1","-0.8","130","0.0"
"","Jharkhand","1159","0","23.5","18.5","-1.1","160","0.0"
"","Odisha","4694","0","91.2","32.7","1.7","320","0.0"
"","West Bengal","8818","0","170.5","51.3","1.8","340","0.0"
"","Sikkim","82","0","1.1","1.5","-0.4","20","0.0"
"NER","Arunachal Pradesh","115","3","2.1","2.4","-0.3","27","0.0"
"","Assam","1403","100","23.9","20.2","0.4","99","1.0"
"","Manipur","141","8","1.7","1.7","0.1","66","0.0"
"","Meghalaya","321","30","5.1","4.1","0.0","218","0.3"
"","Mizoram","89","2","1.8","1.3","0.4","14","0.0"
"","Nagaland","136","3","2.1","1.9","0.2","26","0.0"
"","Tripura","270","0","4.5","4.2","-0.1","65","0.0"
