"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","12201","0","270.4","143.4","-1.0","121","0.0"
"","Haryana","9944","138","216.5","154.4","2.5","381","1.0"
"","Rajasthan","10806","0","239.6","72.3","1.3","673","0.0"
"","Delhi","6924","0","139.0","109.3","0.9","220","0.1"
"","UP","18983","90","422.6","210.1","2.4","348","6.4"
"","Uttarakhand","2109","0","45.4","17.8","0.1","170","0.0"
"","HP","1279","66","25.4","-1.4","1.9","266","1.4"
"","J&K","1971","493","41.6","19.9","-3.4","166","9.9"
"","Chandigarh","364","0","7.0","6.8","0.2","51","0.0"
"WR","Chhattisgarh","3625","0","80.1","26.6","-3.1","484","0.0"
"","Gujarat","14841","0","328.7","105.2","4.1","465","0.0"
"","MP","7524","0","170.5","74.4","-1.8","520","0.0"
"","Maharashtra","17675","0","389.0","89.3","-1.3","660","0.0"
"","Goa","351","0","9.2","8.3","0.3","61","0.0"
"","DD","333","0","7.1","6.1","1.1","86","0.0"
"","DNH","757","0","17.4","16.7","0.7","68","0.0"
"","Essar steel","594","0","10.4","10.3","0.1","428","0.0"
"SR","Andhra Pradesh","6858","0","155.5","8.8","1.7","402","0.0"
"","Telangana","6706","0","140.7","76.9","-1.4","251","0.0"
"","Karnataka","8190","0","168.8","42.5","-3.5","418","0.0"
"","Kerala","3148","0","62.2","38.6","1.0","205","0.0"
"","Tamil Nadu","13655","0","306.3","100.2","-2.1","411","0.0"
"","Pondy","372","0","7.7","8.2","-0.4","19","0.0"
"ER","Bihar","4819","0","94.9","92.7","-0.2","200","0.0"
"","DVC","3211","0","68.7","-29.6","4.0","400","0.0"
"","Jharkhand","1203","0","25.0","19.2","0.4","200","0.0"
"","Odisha","4129","0","79.1","31.0","3.1","400","0.0"
"","West Bengal","8271","0","169.8","53.8","2.9","300","0.0"
"","Sikkim","85","0","1.1","1.3","-0.2","15","0.0"
"NER","Arunachal Pradesh","110","9","2.1","2.4","-0.3","23","0.0"
"","Assam","1640","156","31.5","24.5","1.0","130","1.4"
"","Manipur","161","5","2.3","2.5","-0.2","30","0.0"
"","Meghalaya","306","2","5.9","-0.3","0.8","38","0.0"
"","Mizoram","83","4","1.4","0.9","0.0","9","0.0"
"","Nagaland","109","6","2.1","2.1","-0.1","12","0.1"
"","Tripura","272","4","4.2","4.3","-0.9","26","0.0"
