"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10004","0","226.0","141.2","-0.5","112","0.0"
"","Haryana","8212","93","178.5","148.1","1.0","424","0.6"
"","Rajasthan","8184","0","169.0","38.3","2.0","360","2.7"
"","Delhi","5759","0","113.2","92.8","-0.8","129","0.0"
"","UP","17838","10","373.3","178.6","-0.7","270","0.0"
"","Uttarakhand","1870","0","40.4","13.5","-1.2","153","0.0"
"","HP","1207","0","24.0","-0.7","3.3","322","0.0"
"","J&K","1909","477","37.3","19.6","-7.4","0","8.9"
"","Chandigarh","295","0","5.7","6.1","-0.4","17","0.0"
"WR","Chhattisgarh","3596","0","82.1","17.2","0.3","459","0.0"
"","Gujarat","13919","0","314.3","100.3","5.6","733","0.0"
"","MP","7543","0","161.1","58.3","-2.5","296","0.0"
"","Maharashtra","18086","0","408.9","120.6","1.3","507","0.0"
"","Goa","373","0","8.5","7.6","0.4","35","0.0"
"","DD","301","0","6.7","5.8","0.9","68","0.0"
"","DNH","729","0","17.1","16.6","0.5","40","0.0"
"","Essar steel","487","0","10.0","9.7","0.2","188","0.0"
"SR","Andhra Pradesh","7034","0","156.6","42.9","2.2","441","0.0"
"","Telangana","7137","0","155.6","77.3","0.3","430","0.0"
"","Karnataka","7912","0","169.3","60.8","1.5","547","0.0"
"","Kerala","3136","0","60.6","38.7","0.7","379","0.0"
"","Tamil Nadu","12884","0","284.3","130.9","0.8","597","0.0"
"","Pondy","325","0","7.0","7.4","-0.4","23","0.0"
"ER","Bihar","4475","0","80.8","79.7","-1.5","180","0.0"
"","DVC","2971","0","68.9","-27.2","0.8","250","0.0"
"","Jharkhand","1063","0","22.0","16.7","-0.2","90","0.0"
"","Odisha","3958","0","77.8","39.1","1.5","400","0.0"
"","West Bengal","7952","0","159.2","43.3","4.0","480","0.0"
"","Sikkim","72","0","0.9","2.1","-1.2","0","0.0"
"NER","Arunachal Pradesh","118","3","2.0","2.7","-0.7","0","0.0"
"","Assam","1596","102","29.2","24.1","0.5","152","1.1"
"","Manipur","161","2","2.3","2.6","-0.3","30","0.0"
"","Meghalaya","289","5","5.5","0.7","0.0","38","0.0"
"","Mizoram","77","4","1.6","0.7","0.4","35","0.0"
"","Nagaland","119","4","2.2","2.0","0.1","20","0.0"
"","Tripura","255","1","4.5","4.0","0.1","29","0.1"
