"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4978","0","98.8","48.9","-1.0","265"
"","Haryana","6034","0","108.4","66.5","-1.1","153"
"","Rajasthan","9934","0","211.5","83.2","5.2","644"
"","Delhi","3205","0","59.6","45.8","0.6","302"
"","UP","10518","1835","222.5","114.5","-1.1","335"
"","Uttarakhand","1753","75","33.6","25.4","1.6","148"
"","HP","1360","0","25.7","19.8","1.4","124"
"","J&K","1907","477","44.7","35.2","0.6","141"
"","Chandigarh","184","0","3.5","3.5","0.3","36"
"WR","Chhattisgarh","3149","96","68.5","21.4","-0.4","343"
"","Gujarat","12450","0","273.0","77.6","-3.7","315"
"","MP","10714","0","220.8","130.0","-2.1","470"
"","Maharashtra","18911","72","399.7","107.7","-3.4","551"
"","Goa","435","0","9.0","8.3","0.0","38"
"","DD","291","0","6.4","6.3","0.2","39"
"","DNH","668","0","15.5","15.7","-0.2","0"
"","Essar steel","336","0","6.4","6.5","0.0","144"
"SR","Andhra Pradesh","5993","0","120.2","17.2","-3.2","833"
"","Telangana","5754","0","126.7","89.6","0.7","252"
"","Karnataka","7672","800","167.3","34.0","0.6","414"
"","Kerala","3444","0","63.9","46.4","1.9","145"
"","Tamil Nadu","11003","0","217.2","91.4","-1.6","474"
"","Pondy","258","0","5.1","5.4","-0.3","11"
"ER","Bihar","3171","0","62.5","62.4","-2.3","75"
"","DVC","2553","0","56.4","-12.8","-1.3","115"
"","Jharkhand","1022","0","22.9","10.8","-0.5","90"
"","Odisha","3399","0","59.6","23.6","0.1","200"
"","West Bengal","6645","0","123.3","25.6","-0.3","145"
"","Sikkim","112","0","2.0","1.1","0.9","35"
"NER","Arunachal Pradesh","104","1","1.6","1.4","0.2","45"
"","Assam","1330","20","21.5","14.7","1.7","331"
"","Manipur","154","1","2.3","2.4","-0.1","27"
"","Meghalaya","330","1","4.3","4.2","-0.9","21"
"","Mizoram","84","4","1.1","1.0","0.0","54"
"","Nagaland","109","1","2.1","1.6","0.4","30"
"","Tripura","222","1","3.4","-0.4","1.7","34"
