"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5909","0","118.9","30.4","-0.8","73","0.0"
"","Haryana","6444","0","119.9","61.1","1.7","217","0.0"
"","Rajasthan","12570","0","233.8","54.3","1.9","308","0.0"
"","Delhi","3718","0","64.8","48.5","-0.2","212","0.0"
"","UP","13660","0","272.7","115.9","0.7","354","2.4"
"","Uttarakhand","2015","0","37.7","25.9","0.2","162","0.0"
"","HP","1533","30","28.1","20.9","0.5","160","0.4"
"","J&K","2504","626","44.5","42.2","-3.3","441","10.6"
"","Chandigarh","214","0","3.5","3.2","0.3","54","0.0"
"WR","Chhattisgarh","2695","0","59.8","5.1","-2.9","242","0.0"
"","Gujarat","14903","0","318.2","95.6","1.9","1089","0.0"
"","MP","13538","0","249.2","131.5","-1.7","458","0.0"
"","Maharashtra","20256","0","408.0","103.0","2.7","759","0.0"
"","Goa","407","0","8.7","9.3","-1.2","25","0.0"
"","DD","321","0","7.0","6.0","1.0","96","0.0"
"","DNH","750","0","17.0","16.0","1.0","101","0.0"
"","Essar steel","544","0","10.9","11.2","-0.3","287","0.0"
"SR","Andhra Pradesh","6226","0","135.4","41.3","0.1","496","0.0"
"","Telangana","7726","0","150.2","91.3","0.4","472","0.0"
"","Karnataka","10880","0","199.3","64.3","-0.8","371","0.0"
"","Kerala","3686","0","69.3","58.9","0.9","161","0.0"
"","Tamil Nadu","14165","0","289.7","137.7","-0.6","376","0.0"
"","Pondy","338","0","6.2","6.8","-0.5","20","0.0"
"ER","Bihar","3842","0","75.1","66.2","4.2","460","0.0"
"","DVC","2888","0","59.9","-18.7","1.1","396","0.0"
"","Jharkhand","1066","0","20.0","15.7","-2.2","169","0.0"
"","Odisha","3411","0","63.4","18.9","0.1","267","0.0"
"","West Bengal","6268","0","108.7","20.4","-1.5","309","0.0"
"","Sikkim","100","0","1.5","1.8","-0.3","18","0.0"
"NER","Arunachal Pradesh","115","2","2.0","2.0","0.0","50","0.0"
"","Assam","1388","39","22.5","17.6","0.8","116","0.0"
"","Manipur","176","2","2.6","2.8","-0.3","17","0.0"
"","Meghalaya","312","0","5.6","4.6","-0.2","26","0.2"
"","Mizoram","91","2","1.7","1.4","0.1","-","0.0"
"","Nagaland","125","3","2.1","2.0","-0.2","23","0.0"
"","Tripura","214","2","3.6","1.6","0.2","27","0.0"
