"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5581","0","126.2","35.7","-0.3","228","0.0"
"","Haryana","6207","0","121.9","66.6","0.0","159","0.0"
"","Rajasthan","11545","0","227.8","63.5","1.2","372","0.0"
"","Delhi","3394","0","62.3","46.6","0.3","210","0.0"
"","UP","12429","20","259.6","107.9","0.6","402","0.0"
"","Uttarakhand","1866","0","35.0","22.2","0.9","126","0.0"
"","HP","1529","0","28.2","20.7","-0.3","80","0.0"
"","J&K","2318","579","47.3","39.1","1.8","402","11.2"
"","Chandigarh","182","0","3.2","2.8","0.4","31","0.0"
"WR","Chhattisgarh","3572","0","76.9","7.8","-1.0","233","0.0"
"","Gujarat","14967","0","329.5","128.1","1.6","628","0.0"
"","MP","13242","0","258.6","148.7","-2.4","625","0.0"
"","Maharashtra","21771","0","442.5","116.3","0.3","1031","0.0"
"","Goa","480","0","9.8","9.3","0.2","92","0.0"
"","DD","304","0","6.9","6.3","0.6","65","0.0"
"","DNH","683","0","16.0","15.5","0.4","60","0.0"
"","Essar steel","590","0","12.3","12.4","-0.1","107","0.0"
"SR","Andhra Pradesh","8104","0","172.6","65.5","0.8","575","0.0"
"","Telangana","8035","0","170.2","66.1","1.9","824","0.0"
"","Karnataka","10384","0","206.5","74.7","-0.5","513","0.0"
"","Kerala","3524","0","71.7","56.6","2.0","328","0.0"
"","Tamil Nadu","12689","0","269.7","129.9","-2.1","531","0.0"
"","Pondy","326","0","6.6","6.9","-0.3","29","0.0"
"ER","Bihar","4097","0","68.5","64.4","1.4","460","0.0"
"","DVC","2727","0","56.7","-34.9","3.0","396","0.0"
"","Jharkhand","1037","0","23.0","13.6","0.4","169","0.0"
"","Odisha","4332","0","85.5","36.7","3.1","267","0.0"
"","West Bengal","6459","0","114.3","21.4","0.4","309","0.0"
"","Sikkim","100","0","1.4","1.4","0.1","18","0.0"
"NER","Arunachal Pradesh","121","2","2.2","2.1","0.2","90","0.0"
"","Assam","1482","38","24.5","17.8","1.9","134","0.5"
"","Manipur","163","7","2.7","2.6","0.1","37","0.0"
"","Meghalaya","352","6","6.6","5.0","0.0","35","0.0"
"","Mizoram","92","11","1.8","1.0","0.3","14","0.0"
"","Nagaland","124","4","2.3","1.7","0.4","25","0.0"
"","Tripura","212","3","3.8","1.2","0.7","75","0.0"
