"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4269","0","83.8","48.6","-0.4","205"
"","Haryana","5512","0","91.8","50.9","-1.6","248"
"","Rajasthan","7474","0","138.9","47.9","-0.5","242"
"","Delhi","3116","0","55.7","37.1","1.7","446"
"","UP","10314","1545","207.0","81.3","0.5","468"
"","Uttarakhand","1654","75","32.7","21.3","2.3","311"
"","HP","1282","0","24.2","15.7","1.3","166"
"","J&K","1885","333","39.9","32.2","0.6","218"
"","Chandigarh","185","0","3.3","3.2","0.3","24"
"WR","Chhattisgarh","3513","0","76.3","22.8","1.8","499"
"","Gujarat","11763","0","256.1","79.8","1.4","684"
"","MP","5707","0","118.9","57.4","-2.0","50"
"","Maharashtra","16855","48","360.8","87.3","-2.6","786"
"","Goa","429","0","9.1","8.3","0.2","186"
"","DD","290","0","6.5","6.4","0.1","29"
"","DNH","691","0","16.2","16.5","-0.3","7"
"","Essar steel","581","0","11.8","12.0","-0.3","145"
"SR","Andhra Pradesh","6411","0","146.7","19.7","3.0","755"
"","Telangana","6161","135","143.2","81.0","3.8","560"
"","Karnataka","9101","400","192.4","27.6","1.5","429"
"","Kerala","3204","0","61.4","39.9","1.3","214"
"","Tamil Nadu","12004","851","282.0","110.9","-0.3","484"
"","Pondy","312","0","6.6","6.6","0.1","22"
"ER","Bihar","2628","0","52.4","47.9","-0.3","150"
"","DVC","2554","120","55.5","-10.4","0.1","230"
"","Jharkhand","1093","0","22.3","11.8","0.6","180"
"","Odisha","3850","0","70.7","22.5","0.8","280"
"","West Bengal","7096","0","143.4","31.4","2.4","300"
"","Sikkim","124","0","1.6","1.1","0.5","28"
"NER","Arunachal Pradesh","89","1","1.5","0.9","0.6","48"
"","Assam","1130","157","21.9","13.5","4.3","133"
"","Manipur","124","1","1.9","2.1","-0.2","53"
"","Meghalaya","320","5","4.9","4.0","-0.7","53"
"","Mizoram","78","0","1.1","0.9","0.3","30"
"","Nagaland","113","2","1.9","1.2","0.5","46"
"","Tripura","201","7","2.1","0.5","0.1","81"
