"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4505","0","84.9","44.4","0.1","321"
"","Haryana","5904","0","110.3","55.1","-0.4","279"
"","Rajasthan","9272","0","196.9","75.5","1.7","985"
"","Delhi","3209","58","59.6","41.7","0.4","243"
"","UP","10094","1690","215.9","84.1","-4.5","380"
"","Uttarakhand","1725","0","32.9","22.9","1.4","157"
"","HP","1285","0","24.2","19.9","0.0","173"
"","J&K","1984","350","42.2","33.7","2.9","251"
"","Chandigarh","209","0","3.7","3.4","0.3","6"
"WR","Chhattisgarh","3048","18","64.6","15.3","-1.3","248"
"","Gujarat","11662","0","251.9","34.1","0.2","323"
"","MP","7350","0","148.7","88.3","-1.4","392"
"","Maharashtra","17202","63","362.8","90.0","1.5","436"
"","Goa","403","0","7.7","7.5","-0.4","102"
"","DD","262","0","5.8","5.9","-0.1","25"
"","DNH","634","0","14.9","15.1","-0.3","12"
"","Essar steel","342","0","7.1","6.4","0.6","110"
"SR","Andhra Pradesh","5782","14","136.6","28.6","4.0","290"
"","Telangana","5780","230","125.1","70.6","3.7","921"
"","Karnataka","7969","306","162.5","28.5","1.8","344"
"","Kerala","3297","175","61.0","44.1","2.5","665"
"","Tamil Nadu","11263","896","242.0","78.4","-0.1","372"
"","Pondy","295","2","6.1","5.9","0.1","29"
"ER","Bihar","2518","0","45.3","49.8","-4.6","70"
"","DVC","2350","0","52.6","-18.4","-1.1","190"
"","Jharkhand","879","100","20.4","11.0","2.6","140"
"","Odisha","3791","100","62.5","19.1","4.4","540"
"","West Bengal","6365","0","108.9","16.8","2.3","370"
"","Sikkim","113","0","1.6","1.4","0.3","40"
"NER","Arunachal Pradesh","106","5","1.9","1.4","0.5","43"
"","Assam","1187","63","20.5","13.3","1.9","162"
"","Manipur","130","6","2.0","2.0","0.1","49"
"","Meghalaya","329","0","5.5","4.7","-0.5","32"
"","Mizoram","82","3","1.3","1.1","0.2","26"
"","Nagaland","120","4","2.4","1.6","0.3","29"
"","Tripura","196","7","3.1","0.7","0.3","42"
