"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5636","0","123.5","36.2","-0.9","23","0.0"
"","Haryana","6686","200","126.3","96.2","0.6","296","2.1"
"","Rajasthan","9726","0","216.6","62.6","-1.2","271","0.0"
"","Delhi","4134","0","90.0","73.8","-0.8","168","0.0"
"","UP","18119","0","347.1","154.0","0.7","798","0.4"
"","Uttarakhand","1809","0","38.9","16.1","0.7","116","0.0"
"","HP","1379","0","26.8","8.7","1.1","176","0.0"
"","J&K","2006","501","42.2","30.4","1.6","287","9.9"
"","Chandigarh","182","0","3.7","4.2","-0.6","6","0.0"
"WR","Chhattisgarh","4502","0","101.6","47.3","-4.4","262","0.0"
"","Gujarat","16838","0","383.1","113.2","3.3","573","0.0"
"","MP","9727","0","213.7","90.3","0.2","531","0.0"
"","Maharashtra","22564","0","489.9","143.5","-2.2","517","0.1"
"","Goa","521","0","11.8","11.5","-0.3","44","0.0"
"","DD","330","0","7.6","7.0","0.6","62","0.0"
"","DNH","807","0","18.7","18.7","0.0","63","0.0"
"","Essar steel","299","0","5.0","5.7","-0.7","192","0.0"
"SR","Andhra Pradesh","8946","0","191.0","63.2","0.8","629","0.0"
"","Telangana","8922","0","187.4","54.7","0.6","350","0.0"
"","Karnataka","12053","0","237.8","76.8","-0.3","609","0.0"
"","Kerala","4316","0","88.6","62.2","1.1","238","0.0"
"","Tamil Nadu","15750","0","361.5","198.7","0.5","675","0.0"
"","Pondy","417","0","8.9","8.9","0.0","40","0.0"
"ER","Bihar","4603","0","90.8","86.0","-0.5","120","0.0"
"","DVC","3062","0","65.4","-39.4","-0.4","210","0.0"
"","Jharkhand","999","0","20.7","16.0","-1.0","86","0.0"
"","Odisha","4570","0","91.4","31.6","2.8","260","0.0"
"","West Bengal","7962","0","171.0","48.1","-0.6","280","0.0"
"","Sikkim","99","0","1.1","1.5","-0.4","30","0.0"
"NER","Arunachal Pradesh","120","2","2.2","2.4","-0.2","37","0.0"
"","Assam","1586","12","27.8","23.1","1.1","145","0.2"
"","Manipur","177","1","2.6","2.4","0.2","17","0.0"
"","Meghalaya","337","0","5.5","4.4","-0.1","43","0.0"
"","Mizoram","98","3","2.0","1.5","0.3","28","0.0"
"","Nagaland","131","2","2.2","2.1","0.2","32","0.0"
"","Tripura","255","14","4.7","2.8","0.6","68","0.0"
