"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5163","0","95.7","35.0","-0.5","108"
"","Haryana","6142","165","118.2","60.1","-2.0","429"
"","Rajasthan","10177","0","210.9","90.2","0.2","321"
"","Delhi","3938","187","71.1","46.7","0.8","446"
"","UP","9966","3885","228.6","79.9","3.5","777"
"","Uttarakhand","1718","90","35.2","26.6","1.7","135"
"","HP","1342","20","25.2","20.1","0.6","121"
"","J&K","1927","340","40.8","33.6","1.7","293"
"","Chandigarh","217","0","4.0","3.4","0.3","52"
"WR","Chhattisgarh","3249","61","70.6","13.8","1.0","187"
"","Gujarat","12000","84","257.1","34.7","-1.4","300"
"","MP","9635","0","191.7","109.0","-1.9","450"
"","Maharashtra","17982","78","363.8","103.8","-1.2","560"
"","Goa","355","0","6.9","6.1","0.2","138"
"","DD","257","0","5.8","5.9","-0.1","76"
"","DNH","654","0","15.2","15.2","0.0","60"
"","Essar steel","387","0","7.3","6.5","0.8","80"
"SR","Andhra Pradesh","5689","0","130.8","19.2","3.5","299"
"","Telangana","6025","300","132.1","76.4","3.4","418"
"","Karnataka","8354","350","172.3","27.0","2.5","325"
"","Kerala","3008","125","56.5","41.4","3.0","202"
"","Tamil Nadu","10627","1807","237.2","81.5","3.0","367"
"","Pondy","278","0","5.5","5.6","0.0","28"
"ER","Bihar","2594","0","54.5","50.5","0.8","230"
"","DVC","2582","0","53.0","-26.6","-1.4","245"
"","Jharkhand","1043","0","22.8","10.8","-0.4","110"
"","Odisha","3461","0","66.1","22.3","2.6","455"
"","West Bengal","6081","0","106.5","16.1","3.4","345"
"","Sikkim","111","0","1.5","1.1","0.5","35"
"NER","Arunachal Pradesh","113","2","1.9","1.4","0.5","56"
"","Assam","1160","93","22.0","13.1","3.7","165"
"","Manipur","137","3","2.2","2.4","-0.2","19"
"","Meghalaya","305","10","5.4","4.4","-0.8","53"
"","Mizoram","78","11","1.2","1.2","0.0","23"
"","Nagaland","121","4","2.2","1.6","0.1","26"
"","Tripura","209","1","2.7","0.6","-0.3","25"
