"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5189","0","105.9","38.4","-1.5","51","0.0"
"","Haryana","5801","0","111.9","81.5","0.6","203","0.0"
"","Rajasthan","11235","0","223.6","62.9","-0.3","426","0.0"
"","Delhi","3695","0","63.0","58.6","-0.9","192","0.0"
"","UP","13470","790","258.0","118.0","0.5","259","0.0"
"","Uttarakhand","1934","0","36.8","22.9","-0.3","139","0.2"
"","HP","1637","0","30.4","23.2","0.3","114","0.1"
"","J&K","2409","602","48.8","42.5","-1.4","167","11.5"
"","Chandigarh","206","0","3.4","3.6","-0.2","14","0.0"
"WR","Chhattisgarh","4055","0","92.3","36.5","-1.3","299","0.0"
"","Gujarat","14475","0","322.6","88.8","2.6","972","0.0"
"","MP","12323","0","223.5","97.5","0.5","716","0.0"
"","Maharashtra","20456","0","431.1","132.8","0.7","589","0.0"
"","Goa","467","0","10.0","9.2","0.2","59","0.0"
"","DD","318","0","7.2","6.9","0.3","38","0.0"
"","DNH","748","0","17.3","17.2","0.1","70","0.0"
"","Essar steel","297","0","4.3","3.2","1.1","345","0.0"
"SR","Andhra Pradesh","8468","0","190.8","68.2","0.2","385","0.0"
"","Telangana","9910","0","214.6","102.5","0.3","500","0.0"
"","Karnataka","11846","0","247.3","86.5","-0.9","471","0.0"
"","Kerala","3713","0","77.6","62.7","0.6","165","0.0"
"","Tamil Nadu","15484","0","334.6","184.3","-0.7","502","0.0"
"","Pondy","376","0","7.8","8.1","-0.3","33","0.0"
"ER","Bihar","3995","0","70.7","66.1","0.9","460","0.0"
"","DVC","2989","0","64.4","-51.1","0.6","396","0.0"
"","Jharkhand","1074","0","23.3","18.3","0.2","169","0.0"
"","Odisha","4507","0","86.2","30.9","0.6","267","0.0"
"","West Bengal","6402","0","113.0","23.0","1.1","309","0.0"
"","Sikkim","100","0","1.5","1.6","-0.1","18","0.0"
"NER","Arunachal Pradesh","123","2","2.1","2.4","-0.3","23","0.0"
"","Assam","1421","54","23.6","18.8","0.4","121","1.0"
"","Manipur","192","3","2.7","2.6","0.1","14","0.0"
"","Meghalaya","355","0","6.8","5.0","0.2","50","0.0"
"","Mizoram","97","2","1.8","1.5","0.2","10","0.0"
"","Nagaland","126","1","2.2","1.8","0.3","28","0.0"
"","Tripura","233","1","3.7","1.5","0.0","38","0.0"
