"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5059","0","93.2","41.0","0.6","260"
"","Haryana","5695","0","104.4","57.6","-0.5","350"
"","Rajasthan","9284","0","188.1","78.4","-1.2","140"
"","Delhi","3462","13","59.9","42.5","-1.2","313"
"","UP","9974","1110","216.7","91.3","-1.1","289"
"","Uttarakhand","1703","0","32.5","22.8","0.8","181"
"","HP","1281","0","23.5","17.9","0.2","90"
"","J&K","1862","100","39.3","33.4","0.0","110"
"","Chandigarh","194","0","3.4","3.4","0.0","28"
"WR","Chhattisgarh","2922","24","58.4","8.2","-0.8","357"
"","Gujarat","10980","14","238.0","46.7","-0.2","508"
"","MP","7266","2","142.3","64.3","0.0","493"
"","Maharashtra","17638","159","368.6","115.0","1.3","581"
"","Goa","410","0","8.1","4.1","3.2","96"
"","DD","234","0","5.8","2.8","3.0","32"
"","DNH","620","0","14.5","7.4","7.2","38"
"","Essar steel","487","0","10.1","10.1","0.1","37"
"SR","Andhra Pradesh","12671","500","272.1","91.7","4.8","595"
"","Karnataka","8955","400","191.3","20.6","0.7","443"
"","Kerala","3320","150","61.6","28.5","1.3","238"
"","Tamil Nadu","11881","753","257.2","85.8","3.7","344"
"","Pondy","293","0","5.5","5.8","-0.2","34"
"ER","Bihar","1900","100","40.2","38.3","1.2","195"
"","DVC","2509","0","57.0","-18.6","-2.2","305"
"","Jharkhand","959","0","20.3","11.0","-0.5","85"
"","Odisha","3522","0","62.9","8.7","-0.1","335"
"","West Bengal","6238","0","109.2","20.7","2.1","385"
"","Sikkim","92","0","1.5","1.3","0.2","45"
"NER","Arunachal Pradesh","111","4","1.7","1.3","0.4","41"
"","Assam","962","196","19.0","12.5","1.8","107"
"","Manipur","109","5","1.7","1.5","0.2","42"
"","Meghalaya","241","18","4.3","3.5","0.0","44"
"","Mizoram","68","8","1.0","0.9","-0.1","22"
"","Nagaland","94","8","1.4","1.6","-0.5","21"
"","Tripura","198","0","2.5","0.7","-0.2","23"
