"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8344","0","187.4","126.9","-0.5","300"
"","Haryana","7327","0","146.9","133.3","-4.9","102"
"","Rajasthan","7215","0","144.0","65.1","-0.1","288"
"","Delhi","4692","0","99.1","78.9","-0.4","189"
"","UP","13358","0","287.3","156.7","1.2","458"
"","Uttarakhand","1757","0","37.6","25.2","1.2","266"
"","HP","1243","0","25.1","0.7","0.5","100"
"","J&K","1818","454","34.7","15.8","-3.1","106"
"","Chandigarh","257","0","5.3","6.4","-1.1","0"
"WR","Chhattisgarh","3110","0","72.7","14.8","-1.4","171"
"","Gujarat","11044","0","246.6","74.1","-1.0","417"
"","MP","6480","0","132.4","67.6","-2.2","512"
"","Maharashtra","15811","0","347.6","109.2","0.5","698"
"","Goa","434","0","8.7","7.1","1.3","45"
"","DD","307","0","6.9","6.4","0.5","71"
"","DNH","738","0","16.9","17.1","-0.2","12"
"","Essar steel","531","0","11.0","10.3","0.7","222"
"SR","Andhra Pradesh","7500","0","169.5","19.7","0.9","652"
"","Telangana","7945","0","171.5","92.4","0.1","420"
"","Karnataka","8567","0","175.2","68.8","-0.4","639"
"","Kerala","3405","0","64.7","47.2","1.2","163"
"","Tamil Nadu","14382","0","314.0","119.8","0.3","782"
"","Pondy","344","0","7.4","7.6","-0.2","24"
"ER","Bihar","3342","0","65.4","68.9","-3.5","360"
"","DVC","2563","0","55.8","-17.6","1.2","200"
"","Jharkhand","1030","0","20.0","14.6","-0.1","0"
"","Odisha","3787","0","76.8","18.5","2.5","250"
"","West Bengal","7732","0","147.5","43.6","4.6","520"
"","Sikkim","90","0","1.5","1.5","-0.1","20"
"NER","Arunachal Pradesh","102","4","2.0","1.7","0.2","5"
"","Assam","1569","60","30.0","21.2","4.0","94"
"","Manipur","130","1","1.9","2.2","-0.3","22"
"","Meghalaya","261","0","4.6","0.0","0.4","15"
"","Mizoram","68","3","1.2","1.0","0.2","27"
"","Nagaland","102","5","1.8","1.6","0.1","12"
"","Tripura","245","0","4.2","3.3","1.3","20"
