"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4280","0","81.7","39.5","0.1","168"
"","Haryana","4857","0","88.8","54.9","-0.2","240"
"","Rajasthan","7638","0","164.4","59.9","0.8","250"
"","Delhi","3068","12","60.1","45.1","-1.0","174"
"","UP","10553","1550","227.2","95.0","-1.3","301"
"","Uttarakhand","1575","75","30.2","20.2","0.9","126"
"","HP","1282","0","23.9","13.7","-0.5","63"
"","J&K","1531","100","33.8","26.6","-2.1","88"
"","Chandigarh","175","0","3.3","3.4","-0.1","18"
"WR","Chhattisgarh","3124","222","76.3","22.7","4.1","292"
"","Gujarat","11843","0","264.7","72.9","-1.7","834"
"","MP","6530","2","140.0","71.1","0.9","394"
"","Maharashtra","18378","78","398.7","122.1","3.8","750"
"","Goa","410","0","8.7","7.6","0.4","63"
"","DD","258","0","6.2","5.8","0.3","7"
"","DNH","609","0","14.1","13.9","0.1","42"
"","Essar steel","563","0","12.1","12.0","0.1","102"
"SR","Andhra Pradesh","12509","1000","282.1","98.2","4.3","422"
"","Karnataka","8804","800","199.2","27.1","1.3","428"
"","Kerala","3557","125","68.4","28.9","1.2","241"
"","Tamil Nadu","12370","801","283.6","99.4","-0.2","308"
"","Pondy","316","0","6.3","6.2","0.2","55"
"ER","Bihar","2058","350","39.2","35.8","1.0","110"
"","DVC","2633","0","58.9","-14.6","0.8","310"
"","Jharkhand","988","0","20.8","11.9","-0.5","40"
"","Odisha","4075","0","73.8","14.1","3.1","280"
"","West Bengal","6342","81","120.8","29.0","2.8","230"
"","Sikkim","101","0","1.5","1.3","0.2","18"
"NER","Arunachal Pradesh","105","4","1.7","1.4","0.3","34"
"","Assam","1126","49","18.6","12.4","0.9","91"
"","Manipur","111","9","1.7","1.7","0.0","30"
"","Meghalaya","267","15","4.1","3.2","0.2","80"
"","Mizoram","74","1","1.1","1.0","-0.2","16"
"","Nagaland","90","8","1.6","1.6","-0.3","24"
"","Tripura","215","1","3.6","0.5","0.8","36"
