"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5300","0","106.4","45.9","-1.6","98","0.0"
"","Haryana","5925","0","115.6","104.5","0.3","185","0.0"
"","Rajasthan","10620","0","212.7","68.7","-1.1","467","0.0"
"","Delhi","3512","0","66.3","51.0","-0.9","94","0.0"
"","UP","15069","0","274.4","116.1","0.4","998","4.3"
"","Uttarakhand","1695","0","32.6","19.1","0.5","113","0.0"
"","HP","1471","0","26.4","16.6","0.4","96","0.0"
"","J&K","2336","584","43.6","37.2","-1.1","152","10.0"
"","Chandigarh","191","0","3.5","3.4","0.1","32","0.0"
"WR","Chhattisgarh","3494","0","75.7","29.2","0.5","369","0.0"
"","Gujarat","13043","0","284.8","62.3","4.6","581","0.0"
"","MP","8972","0","189.7","136.6","1.0","575","0.0"
"","Maharashtra","18150","0","388.4","128.5","-1.7","556","0.0"
"","Goa","541","0","12.1","11.1","0.5","312","0.0"
"","DD","302","0","6.7","6.1","0.6","49","0.0"
"","DNH","767","0","17.7","17.8","-0.1","77","0.0"
"","Essar steel","323","0","6.0","6.2","-0.2","295","0.0"
"SR","Andhra Pradesh","7603","0","164.0","61.1","1.0","510","0.0"
"","Telangana","7460","0","156.4","38.6","-0.8","463","0.0"
"","Karnataka","8115","0","159.9","36.0","0.3","633","0.0"
"","Kerala","3472","0","66.9","47.4","0.9","198","0.0"
"","Tamil Nadu","13611","0","264.6","141.3","2.0","670","0.0"
"","Pondy","356","0","6.9","7.4","-0.5","22","0.0"
"ER","Bihar","4534","0","79.4","79.4","-0.5","100","0.0"
"","DVC","2912","0","60.7","-18.6","0.3","190","0.0"
"","Jharkhand","1295","0","23.6","15.8","-1.3","24","0.0"
"","Odisha","4338","0","78.9","2.1","-0.1","250","0.0"
"","West Bengal","7169","0","125.0","48.8","2.0","220","0.0"
"","Sikkim","95","0","1.0","1.4","-0.5","10","0.0"
"NER","Arunachal Pradesh","110","1","2.1","1.7","0.3","49","0.0"
"","Assam","1552","50","24.3","18.2","0.0","141","0.5"
"","Manipur","156","1","2.5","2.3","0.3","81","0.0"
"","Meghalaya","315","0","5.8","3.0","0.1","37","0.0"
"","Mizoram","97","1","1.6","0.9","0.4","10","0.0"
"","Nagaland","126","1","2.3","2.0","-0.1","2","0.0"
"","Tripura","245","1","4.1","3.1","-0.2","48","0.0"
