"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7004","0","152.6","67.5","-1.4","75","0.0"
"","Haryana","7422","0","157.5","123.5","0.6","173","0.0"
"","Rajasthan","9417","0","202.7","68.6","-0.9","237","0.0"
"","Delhi","3902","0","82.5","66.2","-0.8","127","0.0"
"","UP","17191","0","323.1","135.0","1.8","699","1.7"
"","Uttarakhand","1785","0","35.8","16.2","0.2","114","0.0"
"","HP","1399","0","27.6","12.6","1.1","115","0.2"
"","J&K","2125","531","40.0","32.0","-1.0","360","9.5"
"","Chandigarh","212","0","4.0","3.9","0.1","32","0.0"
"WR","Chhattisgarh","3841","0","86.9","37.1","0.8","552","0.0"
"","Gujarat","15005","0","333.3","68.2","4.2","506","0.0"
"","MP","8413","0","178.8","120.0","-1.5","303","0.0"
"","Maharashtra","18790","0","420.2","152.6","-2.7","504","0.0"
"","Goa","541","0","12.8","11.8","0.4","62","0.0"
"","DD","339","0","7.7","6.9","0.8","57","0.0"
"","DNH","755","0","17.7","17.8","-0.1","37","0.0"
"","Essar steel","306","0","5.9","5.6","0.3","400","0.0"
"SR","Andhra Pradesh","7459","0","160.6","73.3","0.9","354","0.0"
"","Telangana","7360","0","160.2","34.5","0.0","574","0.0"
"","Karnataka","7713","0","155.1","38.8","-0.6","516","0.0"
"","Kerala","3327","0","68.6","46.3","2.1","247","0.0"
"","Tamil Nadu","14204","0","320.9","163.6","0.2","802","0.0"
"","Pondy","388","0","8.3","8.5","-0.2","45","0.0"
"ER","Bihar","4959","0","93.6","89.9","0.0","150","0.0"
"","DVC","2950","0","62.2","-4.9","1.4","220","0.0"
"","Jharkhand","1255","0","22.2","15.7","-0.6","70","0.0"
"","Odisha","4433","0","86.2","10.9","7.9","550","0.0"
"","West Bengal","7608","0","141.4","43.4","0.3","260","0.0"
"","Sikkim","55","0","0.7","1.4","-0.7","0","0.0"
"NER","Arunachal Pradesh","135","1","2.4","1.9","0.2","91","0.0"
"","Assam","1686","93","28.5","22.2","-0.5","174","0.9"
"","Manipur","182","2","2.2","2.3","-0.1","42","0.0"
"","Meghalaya","335","0","5.7","1.3","0.2","58","0.0"
"","Mizoram","96","1","1.7","0.4","0.9","19","0.0"
"","Nagaland","126","1","1.9","1.9","-0.3","47","0.0"
"","Tripura","258","0","4.4","2.7","0.1","111","0.0"
