"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6619","0","120.9","59.5","-1.6","60","0.0"
"","Haryana","6868","0","133.6","83.5","0.7","262","0.6"
"","Rajasthan","12949","0","235.0","68.2","1.3","543","0.0"
"","Delhi","4872","0","82.0","63.3","0.3","240","0.0"
"","UP","16369","310","304.8","125.9","0.7","1089","0.0"
"","Uttarakhand","2233","0","41.4","27.7","0.5","141","0.3"
"","HP","1729","0","30.4","23.1","0.2","325","0.0"
"","J&K(UT) and Ladakh(UT)","2625","656","52.5","43.0","4.2","507","12.4"
"","Chandigarh","292","0","4.9","4.5","0.5","75","0.0"
"WR","Chhattisgarh","3578","0","75.3","18.3","-2.4","323","0.0"
"","Gujarat","15603","0","320.9","75.9","-1.6","482","0.0"
"","MP","13620","0","245.1","116.7","-2.9","496","0.0"
"","Maharashtra","20969","0","428.5","151.4","-0.5","421","0.0"
"","Goa","611","0","13.5","12.7","0.2","32","0.1"
"","DD","331","0","7.4","7.0","0.4","42","0.0"
"","DNH","791","0","18.7","18.8","-0.1","30","0.0"
"","Essar steel","352","0","6.5","6.1","0.4","254","0.0"
"SR","Andhra Pradesh","8606","0","172.6","68.5","0.9","560","0.0"
"","Telangana","11180","0","225.7","119.1","0.5","691","0.0"
"","Karnataka","11741","0","211.6","56.7","1.6","598","0.0"
"","Kerala","3682","0","74.4","58.7","2.1","217","0.0"
"","Tamil Nadu","13090","0","271.4","159.7","-0.3","876","0.0"
"","Pondy","345","0","6.8","7.1","-0.3","55","0.0"
"ER","Bihar","4527","0","77.7","76.1","0.2","250","0.0"
"","DVC","3222","0","64.9","-37.8","0.6","250","0.0"
"","Jharkhand","1349","0","25.1","16.1","-0.6","180","0.0"
"","Odisha","3672","0","66.2","6.1","-0.5","200","0.0"
"","West Bengal","6267","0","107.0","21.7","1.6","400","0.0"
"","Sikkim","136","0","2.1","1.8","0.4","25","0.0"
"NER","Arunachal Pradesh","121","1","2.3","1.9","0.2","41","0.0"
"","Assam","1365","19","22.8","17.7","0.7","82","0.2"
"","Manipur","196","2","2.7","3.1","-0.4","31","0.0"
"","Meghalaya","354","0","6.2","3.0","0.4","85","0.2"
"","Mizoram","106","1","1.7","1.2","0.1","36","0.0"
"","Nagaland","128","2","2.3","2.3","-0.2","17","0.0"
"","Tripura","221","0","3.3","1.4","-0.6","15","0.0"
