"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10912","0","246.3","136.1","-0.4","78","0.0"
"","Haryana","9145","0","191.5","147.2","1.1","267","0.0"
"","Rajasthan","8008","0","171.4","58.7","0.4","334","0.0"
"","Delhi","6034","0","123.0","94.5","-2.6","154","0.0"
"","UP","18635","410","406.2","200.9","1.1","265","0.0"
"","Uttarakhand","2029","0","45.3","25.2","1.0","368","0.5"
"","HP","1450","0","30.4","-1.3","5.0","258","0.0"
"","J&K","2049","512","41.9","20.3","-4.0","0","10.0"
"","Chandigarh","323","0","6.1","6.3","-0.2","32","0.0"
"WR","Chhattisgarh","3646","0","82.4","16.2","-0.9","997","0.0"
"","Gujarat","12472","0","271.5","60.4","2.5","782","0.0"
"","MP","7811","0","167.9","81.7","-0.3","348","0.0"
"","Maharashtra","17803","0","389.5","90.9","-2.3","409","0.0"
"","Goa","486","0","9.6","9.0","-0.1","32","0.3"
"","DD","333","0","7.4","6.3","1.1","91","0.0"
"","DNH","752","0","17.6","16.6","1.0","97","0.0"
"","Essar steel","642","0","12.0","12.6","-0.6","210","0.0"
"SR","Andhra Pradesh","7579","0","169.5","9.2","1.2","559","0.0"
"","Telangana","8106","0","171.7","75.9","-0.5","488","0.0"
"","Karnataka","8972","0","173.3","45.5","0.9","536","0.0"
"","Kerala","3150","0","61.3","26.9","1.0","303","0.0"
"","Tamil Nadu","14566","0","320.1","93.3","-2.1","327","0.0"
"","Pondy","377","0","7.9","8.0","-0.1","55","0.1"
"ER","Bihar","4965","0","101.2","98.7","0.2","250","0.0"
"","DVC","3002","0","69.1","-29.3","2.0","225","0.0"
"","Jharkhand","1121","0","22.5","20.9","-2.3","85","0.0"
"","Odisha","3928","0","78.5","38.3","1.8","250","1.2"
"","West Bengal","8913","0","187.9","69.8","2.6","250","0.0"
"","Sikkim","83","0","1.1","1.3","-0.2","15","0.0"
"NER","Arunachal Pradesh","109","3","2.0","2.3","-0.3","0","0.0"
"","Assam","1630","230","35.9","30.2","1.4","114","1.4"
"","Manipur","168","2","2.3","2.4","-0.1","10","0.1"
"","Meghalaya","299","0","5.5","1.5","0.0","35","0.0"
"","Mizoram","88","0","1.5","1.1","-0.2","8","0.0"
"","Nagaland","112","4","2.1","1.9","-0.1","6","0.0"
"","Tripura","265","6","5.4","4.1","-0.2","1","0.1"
