"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7398","0","170.9","77.0","0.2","232"
"","Haryana","7539","0","154.6","97.1","-1.9","128"
"","Rajasthan","9331","30","196.2","56.0","1.0","249"
"","Delhi","5040","0","99.2","73.0","1.7","289"
"","UP","14413","0","308.5","154.1","2.8","716"
"","Uttarakhand","1646","0","34.8","15.0","0.3","163"
"","HP","1161","0","23.5","10.4","-2.8","102"
"","J&K","1824","456","35.6","24.4","-5.6","158"
"","Chandigarh","231","0","4.7","5.0","-0.2","34"
"WR","Chhattisgarh","3226","0","73.1","14.6","-3.4","85"
"","Gujarat","13134","0","288.6","70.6","-3.1","525"
"","MP","7158","0","150.3","57.8","-1.9","339"
"","Maharashtra","15535","0","328.1","98.7","-1.5","646"
"","Goa","351","0","7.5","7.2","-0.3","35"
"","DD","279","0","6.0","6.0","0.0","14"
"","DNH","717","0","16.2","17.0","-0.8","39"
"","Essar steel","553","0","11.7","10.9","0.8","200"
"SR","Andhra Pradesh","6192","0","138.7","14.2","3.6","605"
"","Telangana","5592","0","120.5","60.4","1.0","467"
"","Karnataka","7482","0","165.4","72.1","3.7","658"
"","Kerala","3121","0","58.0","47.6","1.7","235"
"","Tamil Nadu","11997","0","271.6","127.2","6.2","1252"
"","Pondy","276","0","5.8","6.1","-0.3","115"
"ER","Bihar","3487","0","70.3","71.1","-0.7","100"
"","DVC","2710","0","63.9","-31.0","2.3","150"
"","Jharkhand","1094","0","22.4","17.1","1.3","100"
"","Odisha","3912","0","75.3","24.0","1.6","200"
"","West Bengal","7595","0","147.0","44.7","4.7","210"
"","Sikkim","79","0","1.0","1.4","-0.4","23"
"NER","Arunachal Pradesh","104","6","2.1","2.3","-0.1","18"
"","Assam","1543","63","29.8","21.1","3.1","215"
"","Manipur","120","3","2.0","2.0","0.0","46"
"","Meghalaya","241","1","4.5","0.5","0.8","56"
"","Mizoram","63","3","1.1","1.1","0.0","11"
"","Nagaland","102","3","1.9","1.7","0.2","22"
"","Tripura","269","0","4.2","3.8","0.4","114"
