"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4186","0","82.2","45.3","1.8","218"
"","Haryana","5279","0","90.2","40.7","1.7","328"
"","Rajasthan","7889","0","164.8","72.0","-3.8","230"
"","Delhi","3008","0","56.1","41.2","-1.1","220"
"","UP","9053","2030","195.8","77.1","-4.1","150"
"","Uttarakhand","1541","75","29.5","19.2","1.7","301"
"","HP","1190","0","22.8","14.1","0.9","159"
"","J&K","1921","100","36.8","28.5","1.2","228"
"","Chandigarh","179","0","3.2","3.1","0.1","16"
"WR","Chhattisgarh","2677","9","56.2","11.0","-0.7","259"
"","Gujarat","10005","55","219.5","35.4","-2.7","380"
"","MP","8564","0","178.5","123.0","-3.9","392"
"","Maharashtra","16257","401","350.9","118.7","5.4","533"
"","Goa","425","0","8.3","7.3","0.3","51"
"","DD","228","0","5.5","5.5","0.0","11"
"","DNH","625","0","14.7","14.5","0.2","37"
"","Essar steel","202","0","4.2","4.1","0.1","51"
"SR","Andhra Pradesh","10485","0","232.9","88.1","0.6","205"
"","Karnataka","8157","500","168.0","25.0","0.0","233"
"","Kerala","3240","150","60.1","31.5","1.9","218"
"","Tamil Nadu","10497","1841","229.4","72.1","3.0","342"
"","Pondy","298","0","5.8","6.6","-0.8","5"
"ER","Bihar","2226","200","43.2","40.3","0.5","340"
"","DVC","2540","100","55.0","-20.2","-0.5","150"
"","Jharkhand","1027","0","19.7","13.8","-1.2","90"
"","Odisha","3249","0","62.7","6.6","-1.8","40"
"","West Bengal","6010","0","100.4","13.4","4.9","320"
"","Sikkim","98","0","1.5","1.1","0.3","24"
"NER","Arunachal Pradesh","104","14","1.3","1.2","0.1","62"
"","Assam","1132","33","20.3","11.0","4.0","226"
"","Manipur","97","8","1.5","1.9","-0.4","32"
"","Meghalaya","243","3","3.3","2.7","-0.8","43"
"","Mizoram","59","4","1.2","1.0","0.0","18"
"","Nagaland","92","5","1.5","1.2","0.1","32"
"","Tripura","175","10","3.5","0.4","0.9","46"
