"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9153","0","206.2","99.3","-0.5","138","0.0"
"","Haryana","7617","0","154.8","105.8","1.0","305","0.0"
"","Rajasthan","9665","0","203.8","71.3","1.4","434","0.0"
"","Delhi","5015","0","98.2","75.1","-2.9","40","0.0"
"","UP","15113","0","296.8","140.3","-1.3","499","0.0"
"","Uttarakhand","1757","0","37.6","11.6","-1.2","142","0.0"
"","HP","1393","0","25.6","9.1","0.0","83","0.4"
"","J&K","2113","528","42.7","24.2","2.1","336","10.1"
"","Chandigarh","241","0","5.0","5.7","-0.7","6","0.0"
"WR","Chhattisgarh","3485","206","78.7","22.5","0.1","347","0.5"
"","Gujarat","14405","0","322.8","54.6","0.3","792","0.0"
"","MP","7070","0","143.2","70.4","-2.0","392","0.0"
"","Maharashtra","17348","0","360.1","102.2","-0.2","407","0.0"
"","Goa","463","0","9.0","8.9","-0.1","107","0.0"
"","DD","332","0","7.5","6.2","1.2","76","0.0"
"","DNH","745","0","17.1","16.7","0.5","202","0.0"
"","Essar steel","427","0","8.6","8.1","0.6","211","0.0"
"SR","Andhra Pradesh","7720","0","162.2","53.2","3.6","747","0.0"
"","Telangana","9044","0","189.7","71.9","1.1","479","0.0"
"","Karnataka","7964","0","163.6","58.5","2.1","500","0.0"
"","Kerala","3412","0","65.5","38.5","1.3","244","0.0"
"","Tamil Nadu","13818","0","307.5","137.1","3.8","623","0.0"
"","Pondy","339","0","7.4","7.5","-0.1","37","0.1"
"ER","Bihar","4421","0","80.6","77.1","-2.8","260","0.0"
"","DVC","2695","0","65.6","-20.4","0.4","290","0.0"
"","Jharkhand","1192","0","23.7","17.6","0.9","130","0.0"
"","Odisha","4229","0","86.0","37.3","1.4","270","0.6"
"","West Bengal","8477","0","151.4","48.2","2.8","283","0.0"
"","Sikkim","91","0","1.2","1.0","0.2","20","0.0"
"NER","Arunachal Pradesh","128","7","2.2","2.5","-0.3","7","0.1"
"","Assam","1599","123","30.7","23.2","2.2","161","1.2"
"","Manipur","135","6","2.3","2.3","0.0","27","0.1"
"","Meghalaya","281","0","4.9","-0.9","-0.3","61","0.0"
"","Mizoram","71","2","1.3","1.3","-0.1","23","0.1"
"","Nagaland","106","4","2.2","1.8","0.1","27","0.0"
"","Tripura","233","2","4.4","5.5","0.6","25","0.1"
