"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5929","0","127.0","31.4","0.0","135","0.0"
"","Haryana","5805","542","120.0","43.5","1.9","208","0.3"
"","Rajasthan","9130","0","179.3","41.0","-1.0","319","0.0"
"","Delhi","3688","0","73.4","62.1","0.5","174","0.0"
"","UP","14414","1375","293.1","105.5","1.5","581","0.5"
"","Uttarakhand","1806","150","35.3","27.3","0.5","204","0.0"
"","HP","1372","0","25.6","18.8","1.0","187","0.0"
"","J&K","2241","560","43.2","38.2","-0.7","396","10.2"
"","Chandigarh","183","0","3.4","3.1","0.3","39","0.0"
"WR","Chhattisgarh","3822","0","87.9","15.0","-0.8","112","0.0"
"","Gujarat","15351","0","339.3","171.8","4.7","462","0.0"
"","MP","8764","0","177.8","67.0","0.1","399","0.0"
"","Maharashtra","22775","0","491.1","137.6","4.6","740","0.0"
"","Goa","519","0","10.5","10.0","-0.2","52","0.0"
"","DD","329","0","7.4","6.9","0.5","64","0.0"
"","DNH","770","0","18.1","16.6","1.5","100","0.0"
"","Essar steel","520","0","11.2","10.6","0.5","183","0.0"
"SR","Andhra Pradesh","8853","0","181.3","51.2","-1.5","753","0.0"
"","Telangana","10001","0","220.5","108.6","-1.5","257","0.0"
"","Karnataka","10777","0","240.1","85.5","-0.2","693","0.0"
"","Kerala","3884","0","79.7","53.8","1.3","232","0.0"
"","Tamil Nadu","15101","0","336.9","166.4","2.9","630","0.0"
"","Pondy","363","0","7.8","8.0","-0.3","32","0.0"
"ER","Bihar","4370","0","82.4","73.1","-0.8","250","0.0"
"","DVC","3131","0","69.3","-57.8","-1.0","180","0.0"
"","Jharkhand","1165","0","24.6","13.8","2.0","200","0.0"
"","Odisha","4102","0","82.4","28.0","0.7","230","0.0"
"","West Bengal","8433","0","158.1","40.7","2.9","480","0.0"
"","Sikkim","95","0","1.2","1.2","0.0","20","0.0"
"NER","Arunachal Pradesh","111","1","2.2","1.9","0.3","65","0.0"
"","Assam","1393","8","20.0","17.6","0.2","95","1.0"
"","Manipur","165","7","2.0","2.4","-0.4","24","0.0"
"","Meghalaya","310","2","4.9","3.7","0.0","45","0.0"
"","Mizoram","82","3","1.4","1.2","0.1","10","0.0"
"","Nagaland","119","2","2.0","1.9","0.0","30","0.0"
"","Tripura","235","9","3.7","3.7","-0.2","50","0.2"
