"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9770","0","225.7","106.8","-0.5","99"
"","Haryana","8994","0","187.4","131.7","-2.4","100"
"","Rajasthan","10450","0","226.9","70.9","0.1","276"
"","Delhi","5428","3","110.7","91.0","-0.5","113"
"","UP","12479","3600","288.3","136.1","6.6","523"
"","Uttarakhand","1948","0","40.7","17.3","2.3","195"
"","HP","1248","0","25.3","6.2","0.9","103"
"","J&K","1836","459","36.2","22.6","0.3","253"
"","Chandigarh","316","0","6.0","6.2","0.3","28"
"WR","Chhattisgarh","3489","96","80.9","35.5","-1.8","179"
"","Gujarat","14340","0","319.6","59.7","-4.0","284"
"","MP","7824","0","170.6","87.0","-2.9","157"
"","Maharashtra","16664","25","370.0","100.9","2.6","277"
"","Goa","415","0","9.0","7.6","0.7","29"
"","DD","299","0","6.6","5.7","0.9","90"
"","DNH","698","0","16.0","16.1","-0.1","39"
"","Essar steel","231","0","3.9","4.6","-0.7","114"
"SR","Andhra Pradesh","5800","0","125.1","4.4","0.4","388"
"","Telangana","5813","0","132.2","91.1","-1.3","371"
"","Karnataka","7144","800","155.2","24.0","-0.3","805"
"","Kerala","3268","0","59.2","40.6","1.8","351"
"","Tamil Nadu","12967","0","293.2","96.5","10.1","995"
"","Pondy","318","15","6.9","6.8","0.2","37"
"ER","Bihar","3119","0","64.2","65.2","-1.0","389"
"","DVC","2659","0","62.8","-23.5","0.5","302"
"","Jharkhand","1057","0","21.5","16.1","-0.7","145"
"","Odisha","3010","0","53.9","15.3","-0.7","365"
"","West Bengal","7010","0","156.8","57.9","0.0","398"
"","Sikkim","78","0","0.9","0.9","0.0","15"
"NER","Arunachal Pradesh","111","1","1.4","1.8","-0.4","53"
"","Assam","1316","132","27.1","17.7","3.0","207"
"","Manipur","139","1","2.2","2.0","0.3","54"
"","Meghalaya","250","1","5.9","-0.6","1.0","75"
"","Mizoram","84","1","1.2","1.1","0.0","17"
"","Nagaland","107","3","2.1","1.8","0.3","34"
"","Tripura","264","1","2.8","1.6","-0.8","84"
