"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5233","0","101.8","44.8","2.8","277"
"","Haryana","5456","116","106.1","42.0","1.2","348"
"","Rajasthan","8706","0","185.1","77.7","-4.2","87"
"","Delhi","3086","148","56.3","39.1","0.1","399"
"","UP","9925","2065","213.2","84.3","0.0","483"
"","Uttarakhand","1484","75","29.0","19.4","0.7","168"
"","HP","1342","0","24.9","18.8","0.9","114"
"","J&K","1842","100","38.6","29.6","3.0","197"
"","Chandigarh","178","0","3.3","3.2","0.0","26"
"WR","Chhattisgarh","2883","2","58.8","12.7","-1.0","341"
"","Gujarat","11441","4","248.1","45.2","-3.5","412"
"","MP","9657","0","196.0","114.3","-7.1","378"
"","Maharashtra","17077","570","349.0","123.8","10.4","744"
"","Goa","399","0","8.2","7.9","0.1","36"
"","DD","251","0","5.0","5.6","-0.7","13"
"","DNH","638","0","14.5","14.4","0.1","65"
"","Essar steel","400","0","8.4","8.4","0.0","60"
"SR","Andhra Pradesh","10405","0","235.1","76.3","2.0","418"
"","Karnataka","8000","400","168.2","23.7","1.5","326"
"","Kerala","3175","150","57.3","34.7","1.7","250"
"","Tamil Nadu","10309","1585","226.5","74.3","4.5","396"
"","Pondy","287","0","5.6","6.2","-0.6","13"
"ER","Bihar","1900","300","38.7","37.0","0.5","225"
"","DVC","2415","350","57.2","-15.5","3.0","495"
"","Jharkhand","981","0","21.5","11.7","-2.1","95"
"","Odisha","3247","0","58.0","17.6","-1.2","285"
"","West Bengal","6119","0","101.9","11.6","3.1","415"
"","Sikkim","99","0","1.1","1.3","-0.2","20"
"NER","Arunachal Pradesh","112","3","1.7","1.2","0.6","58"
"","Assam","1040","97","17.7","11.6","1.0","136"
"","Manipur","98","6","1.4","1.6","-0.2","42"
"","Meghalaya","270","1","4.3","2.8","0.0","55"
"","Mizoram","64","1","1.2","1.0","-0.1","20"
"","Nagaland","99","1","1.7","1.4","0.0","25"
"","Tripura","173","12","3.3","-0.1","0.9","52"
