"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10523","0","238.2","131.2","0.4","153","0.0"
"","Haryana","8889","0","184.2","120.0","-0.6","165","0.0"
"","Rajasthan","9014","0","192.5","64.8","2.7","412","0.0"
"","Delhi","5556","52","114.2","91.4","-1.4","128","0.4"
"","UP","16624","450","347.9","160.0","1.6","1119","0.0"
"","Uttarakhand","1823","0","36.0","11.2","-0.5","92","0.0"
"","HP","1270","0","27.5","-1.1","1.6","158","0.0"
"","J&K","1914","478","38.4","16.1","-1.1","202","9.1"
"","Chandigarh","304","0","6.1","6.8","-0.7","0","0.0"
"WR","Chhattisgarh","3743","0","88.4","24.9","-1.1","116","0.0"
"","Gujarat","12636","0","281.7","43.0","-0.5","281","0.0"
"","MP","7469","0","161.6","82.7","-1.6","295","0.0"
"","Maharashtra","20152","0","439.3","129.7","2.4","370","0.0"
"","Goa","416","0","9.0","8.4","0.6","22","0.0"
"","DD","321","0","7.4","6.5","0.9","62","0.0"
"","DNH","745","0","17.1","17.0","0.2","21","0.0"
"","Essar steel","96","0","1.3","0.1","1.2","131","0.0"
"SR","Andhra Pradesh","6850","0","154","57","3.1","576","0.0"
"","Telangana","8736","0","178","89","-1.9","369","0.0"
"","Karnataka","8634","0","184","82","3.3","738","0.0"
"","Kerala","3179","0","65","47","2.1","319","0.0"
"","Tamil Nadu","12582","0","297","110","4.0","499","0.0"
"","Pondy","332","0","7","7","-0.2","29","0.0"
"ER","Bihar","3864","150","75.2","67.7","0.7","0","0.5"
"","DVC","2812","0","63.0","-20.3","2.6","0","0.0"
"","Jharkhand","1215","0","23.8","16.6","-0.5","0","0.0"
"","Odisha","3905","0","84.3","30.5","2.6","0","0.0"
"","West Bengal","7782","0","146.6","55.5","2.9","0","0.0"
"","Sikkim","74","0","1.2","1.1","0.1","0","0.0"
"NER","Arunachal Pradesh","122","2","2.0","3.1","-1.1","6","0.0"
"","Assam","1488","140","25.5","19.7","1.1","212","2.1"
"","Manipur","149","3","2.0","2.4","-0.3","31","0.1"
"","Meghalaya","264","0","4.4","-1.4","-0.5","27","0.0"
"","Mizoram","75","1","1.4","1.3","-0.1","9","0.0"
"","Nagaland","119","3","2.2","2.2","-0.1","26","0.0"
"","Tripura","184","7","3.6","3.0","-0.5","44","0.2"
