"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4353","0","84.0","43.0","1.8","244"
"","Haryana","4714","458","95.8","40.0","2.0","301"
"","Rajasthan","8446","0","174.4","72.0","-4.5","300"
"","Delhi","3161","0","56.7","42.9","-1.6","337"
"","UP","9024","1580","201.9","73.9","-0.7","334"
"","Uttarakhand","1567","75","29.2","17.7","1.9","194"
"","HP","1298","0","23.8","15.4","1.6","166"
"","J&K","1782","100","36.4","28.3","0.3","186"
"","Chandigarh","180","0","3.3","3.1","0.2","25"
"WR","Chhattisgarh","2733","9","54.8","6.2","-2.4","291"
"","Gujarat","10741","0","236.9","43.5","3.8","345"
"","MP","8705","5","186.7","114.7","-4.9","350"
"","Maharashtra","17209","420","364.5","106.2","-0.5","332"
"","Goa","387","0","8.3","7.1","0.5","60"
"","DD","240","0","5.8","5.7","0.1","58"
"","DNH","645","0","15.1","14.7","0.3","51"
"","Essar steel","226","0","4.7","4.7","0.0","51"
"SR","Andhra Pradesh","10358","0","227.4","81.8","2.3","341"
"","Karnataka","8004","600","172.4","20.5","1.3","404"
"","Kerala","3252","200","60.0","32.1","2.2","218"
"","Tamil Nadu","9563","2512","221.6","67.2","2.8","524"
"","Pondy","305","20","5.9","6.0","-0.1","34"
"ER","Bihar","1829","800","32.9","36.6","-3.8","230"
"","DVC","2398","0","54.9","-19.5","-1.1","200"
"","Jharkhand","872","0","20.6","12.5","-1.3","100"
"","Odisha","3403","0","62.8","4.6","-1.8","180"
"","West Bengal","5824","31","103.6","17.2","8.3","350"
"","Sikkim","99","0","1.9","1.2","0.7","20"
"NER","Arunachal Pradesh","105","8","1.6","1.2","0.4","57"
"","Assam","1004","167","18.2","12.0","1.4","202"
"","Manipur","108","4","1.5","1.6","-0.1","43"
"","Meghalaya","260","1","4.7","2.9","-0.4","59"
"","Mizoram","63","1","1.2","1.0","-0.1","20"
"","Nagaland","93","4","1.4","1.1","0.1","24"
"","Tripura","185","7","3.3","0.1","0.6","37"
