"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10878","0","246.8","140.1","-0.1","61","0.0"
"","Haryana","8782","0","190.0","153.3","1.7","372","0.0"
"","Rajasthan","8405","0","185.2","61.0","1.2","603","0.0"
"","Delhi","5760","0","109.5","88.8","-2.4","93","0.0"
"","UP","18084","0","382.3","184.0","2.2","435","2.2"
"","Uttarakhand","1915","0","41.5","20.3","0.8","123","0.0"
"","HP","1257","0","26.5","-0.9","4.2","324","0.0"
"","J&K","2334","584","42.4","19.9","-3.0","226","10.1"
"","Chandigarh","282","0","5.3","5.8","-0.5","33","0.0"
"WR","Chhattisgarh","3337","0","77.8","16.1","-2.1","466","0.0"
"","Gujarat","12035","0","269.8","82.0","1.3","634","0.0"
"","MP","7568","0","164.0","84.6","0.5","570","0.0"
"","Maharashtra","16608","0","373.0","102.0","-2.1","532","0.0"
"","Goa","351","0","8.8","7.7","0.5","84","0.0"
"","DD","300","0","6.8","5.7","1.1","93","0.0"
"","DNH","745","0","17.3","16.4","0.9","86","0.0"
"","Essar steel","541","0","10.9","11.2","-0.3","284","0.0"
"SR","Andhra Pradesh","6430","0","147.5","5.2","0.6","482","0.0"
"","Telangana","6777","0","145.4","70.1","0.6","308","0.0"
"","Karnataka","7226","0","145.8","31.1","-6.8","427","0.0"
"","Kerala","2643","0","49.6","25.6","0.7","222","0.0"
"","Tamil Nadu","12743","0","281.4","110.8","-0.9","444","0.0"
"","Pondy","340","0","7.3","7.5","-0.2","26","0.0"
"ER","Bihar","5042","0","99.3","96.9","-0.7","40","0.0"
"","DVC","3332","0","69.5","-25.3","-0.5","320","0.0"
"","Jharkhand","1089","0","23.7","18.1","0.0","80","0.0"
"","Odisha","3873","0","75.9","34.3","3.1","270","0.0"
"","West Bengal","8221","0","170.6","50.3","5.4","331","0.0"
"","Sikkim","69","0","1.3","1.4","-0.1","0","0.0"
"NER","Arunachal Pradesh","97","1","2.1","2.3","-0.2","2","0.0"
"","Assam","1698","65","31.0","25.3","0.7","116","1.1"
"","Manipur","166","2","2.4","2.5","-0.1","34","0.0"
"","Meghalaya","304","0","5.8","0.4","0.1","34","0.0"
"","Mizoram","68","2","1.4","0.8","0.0","27","0.0"
"","Nagaland","99","1","2.1","1.8","-0.1","3","0.0"
"","Tripura","236","12","4.7","4.1","0.1","5","0.1"
