"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8637","0","189.0","95.2","3.5","324","0.0"
"","Haryana","8115","0","155.5","102.7","0.1","177","0.5"
"","Rajasthan","9545","60","206.9","68.5","-1.7","90","0.3"
"","Delhi","5040","0","106.8","83.4","-0.4","143","0.1"
"","UP","16837","1900","376.1","175.8","-0.3","340","3.2"
"","Uttarakhand","1902","0","40.0","10.7","0.6","123","0.0"
"","HP","1303","0","25.7","0.5","2.9","263","0.3"
"","J&K","2059","515","40.3","15.7","4.9","439","9.6"
"","Chandigarh","240","0","5.0","5.8","-0.8","29","0.0"
"WR","Chhattisgarh","3931","36","90.3","27.2","0.6","470","5.5"
"","Gujarat","13443","0","297.0","67.5","-0.1","306","0.0"
"","MP","8429","0","183.4","110.2","7.5","904","0.0"
"","Maharashtra","18451","0","404.8","112.7","-0.7","473","0.0"
"","Goa","508","0","9.9","9.7","0.2","102","0.0"
"","DD","308","0","6.9","5.9","1.0","81","0.0"
"","DNH","736","0","17.1","15.7","1.3","86","0.0"
"","Essar steel","98","0","1.4","1.4","0.1","117","0.0"
"SR","Andhra Pradesh","7018","0","148","43","1.1","448","0.0"
"","Telangana","7866","0","169","87","-0.4","499","0.0"
"","Karnataka","7577","0","151","54","1.7","371","0.0"
"","Kerala","3287","0","66","44","1.2","264","0.0"
"","Tamil Nadu","12703","0","276","143","3.4","580","0.0"
"","Pondy","326","0","7","7","-0.2","22","0.0"
"ER","Bihar","4275","100","84.5","77.1","1.8","10","0.3"
"","DVC","3000","150","65.6","-29.1","0.9","200","0.5"
"","Jharkhand","1179","0","27.5","17.0","2.7","250","0.0"
"","Odisha","3963","0","83.5","28.3","-0.6","220","0.0"
"","West Bengal","8439","0","162.8","58.3","1.9","500","0.0"
"","Sikkim","95","0","1.1","1.1","0.0","10","0.0"
"NER","Arunachal Pradesh","112","3","2.1","2.6","-0.5","13","0.0"
"","Assam","1526","205","30.5","22.9","2.6","156","1.7"
"","Manipur","151","1","2.2","2.2","0.0","26","0.0"
"","Meghalaya","296","0","4.7","-1.2","-0.6","12","0.0"
"","Mizoram","77","1","1.2","1.2","-0.1","30","0.0"
"","Nagaland","113","3","2.1","1.9","0.0","26","0.0"
"","Tripura","212","21","4.3","3.9","-0.1","48","0.1"
