"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4557","0","82.2","40.8","-1.0","117"
"","Haryana","4712","0","81.3","54.0","-1.7","160"
"","Rajasthan","7760","0","158.0","67.6","-2.3","98"
"","Delhi","3034","63","54.6","35.6","0.1","404"
"","UP","9295","1830","207.3","83.4","-3.1","138"
"","Uttarakhand","1706","30","32.2","19.5","4.6","340"
"","HP","1280","0","23.7","18.3","0.0","65"
"","J&K","1838","100","38.6","31.6","1.2","234"
"","Chandigarh","178","0","3.1","3.1","0.0","9"
"WR","Chhattisgarh","2811","52","60.2","8.4","-1.3","262"
"","Gujarat","10596","7","230.0","74.1","-1.8","441"
"","MP","5571","6","111.8","57.1","-1.8","303"
"","Maharashtra","15070","54","324.7","98.3","2.9","565"
"","Goa","348","0","6.9","7.1","-1.0","6"
"","DD","229","0","5.7","5.5","0.2","0"
"","DNH","588","1","14.0","14.0","0.0","5"
"","Essar steel","410","0","8.8","8.4","0.4","37"
"SR","Andhra Pradesh","11719","0","258.6","94.2","2.7","296"
"","Karnataka","7853","400","172.8","25.4","0.3","294"
"","Kerala","3139","150","58.6","29.3","1.9","210"
"","Tamil Nadu","11366","693","249.8","92.5","0.9","353"
"","Pondy","268","0","5.5","5.8","-0.3","26"
"ER","Bihar","2041","0","40.6","36.8","1.4","100"
"","DVC","2590","0","55.2","-16.0","-2.2","130"
"","Jharkhand","956","0","18.1","10.5","-1.1","40"
"","Odisha","3380","0","66.9","11.7","3.3","180"
"","West Bengal","5914","0","111.7","14.3","7.3","380"
"","Sikkim","95","0","1.7","1.4","0.3","22"
"NER","Arunachal Pradesh","105","5","1.2","1.0","0.2","48"
"","Assam","905","236","16.7","9.9","2.7","193"
"","Manipur","106","9","1.4","1.1","0.3","57"
"","Meghalaya","262","3","3.7","2.5","0.3","92"
"","Mizoram","59","16","0.8","0.7","-0.1","24"
"","Nagaland","82","3","1.2","1.2","-0.3","23"
"","Tripura","196","2","3.2","0.6","0.3","75"
