"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8561","0","190.8","114.7","0.2","123"
"","Haryana","7476","0","152.3","64.2","-0.6","393"
"","Rajasthan","8663","0","192.7","83.7","-3.1","284"
"","Delhi","4788","0","98.9","74.0","-0.3","232"
"","UP","10545","2660","232.4","113.1","-0.3","484"
"","Uttarakhand","1484","155","31.0","9.7","1.7","234"
"","HP","1230","0","24.4","2.1","0.0","85"
"","J&K","1458","100","28.3","16.0","-0.3","206"
"","Chandigarh","265","0","5.3","5.5","-0.2","30"
"WR","Chhattisgarh","3077","20","69.2","29.3","2.2","352"
"","Gujarat","12296","86","272.1","59.7","-6.2","391"
"","MP","7513","24","156.8","73.0","-0.7","371"
"","Maharashtra","15706","106","346.1","121.5","5.4","499"
"","Goa","310","1","6.0","7.2","-1.6","74"
"","DD","263","1","6.3","6.3","0.0","42"
"","DNH","645","2","13.8","14.5","-0.8","45"
"","Essar steel","345","1","4.2","4.3","-0.1","51"
"SR","Andhra Pradesh","10773","0","240.6","82.6","1.0","348"
"","Karnataka","6382","300","126.1","18.8","0.1","177"
"","Kerala","3073","150","56.4","22.7","0.6","353"
"","Tamil Nadu","10903","202","228.6","72.5","1.0","348"
"","Pondy","298","0","5.9","6.4","-0.5","26"
"ER","Bihar","2117","400","45.2","43.7","-0.8","40"
"","DVC","2582","0","58.0","-29.4","-1.6","400"
"","Jharkhand","1014","0","18.9","15.6","-2.0","30"
"","Odisha","3637","0","72.8","9.5","-2.3","300"
"","West Bengal","6975","11","123.3","33.0","-1.8","500"
"","Sikkim","88","0","1.0","1.1","-0.1","25"
"NER","Arunachal Pradesh","82","3","1.2","1.4","-0.2","32"
"","Assam","1090","233","23.8","13.9","4.6","190"
"","Manipur","89","11","1.4","1.8","-0.5","16"
"","Meghalaya","251","46","4.3","0.2","-0.2","14"
"","Mizoram","65","2","1.1","1.1","-0.3","1"
"","Nagaland","96","4","1.7","1.4","-0.1","15"
"","Tripura","184","21","2.9","1.0","0.3","35"
