"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5550","0","124.2","29.8","0.3","165","0.0"
"","Haryana","6149","93","121.5","75.3","2.1","292","1.0"
"","Rajasthan","11624","0","230.9","70.3","3.3","620","0.0"
"","Delhi","3302","0","62.0","45.8","-0.2","161","0.0"
"","UP","12333","140","244.4","106.9","0.1","221","0.0"
"","Uttarakhand","1892","0","36.4","23.2","0.7","171","0.0"
"","HP","1586","9","28.2","19.2","0.5","147","0.1"
"","J&K","2337","584","46.7","37.7","-0.3","300","11.0"
"","Chandigarh","187","0","3.2","2.7","0.5","42","0.0"
"WR","Chhattisgarh","3546","0","75.8","8.3","-0.7","301","0.0"
"","Gujarat","15159","0","330.8","131.1","2.7","487","0.0"
"","MP","13571","0","265.8","155.9","-1.8","573","0.0"
"","Maharashtra","21576","0","446.2","121.0","-2.2","503","0.0"
"","Goa","501","0","10.4","9.9","0.0","64","0.0"
"","DD","320","0","6.8","6.3","0.4","78","0.0"
"","DNH","702","0","15.9","15.3","0.6","69","0.0"
"","Essar steel","544","0","11.5","10.5","1.0","107","0.0"
"SR","Andhra Pradesh","7764","0","167.7","60.7","-0.7","389","0.0"
"","Telangana","7928","0","170.0","64.6","1.1","427","0.0"
"","Karnataka","10024","0","201.0","66.3","-0.8","380","0.0"
"","Kerala","3604","0","71.2","55.1","1.1","202","0.0"
"","Tamil Nadu","12929","0","267.6","128.6","-0.7","523","0.0"
"","Pondy","312","0","6.3","6.7","-0.4","31","0.0"
"ER","Bihar","4012","0","69.8","66.0","1.0","460","0.0"
"","DVC","2774","0","58.4","-21.3","1.0","396","1.2"
"","Jharkhand","1153","102","24.8","14.1","0.2","169","0.3"
"","Odisha","4730","0","87.0","34.9","4.5","267","0.0"
"","West Bengal","6275","0","105.8","21.2","1.1","309","0.0"
"","Sikkim","112","0","1.6","1.2","0.3","18","0.0"
"NER","Arunachal Pradesh","118","2","2.2","2.1","0.0","35","0.0"
"","Assam","1424","15","24.1","17.7","1.5","142","0.3"
"","Manipur","175","3","2.5","2.7","-0.2","31","0.0"
"","Meghalaya","347","0","6.2","4.8","-0.1","22","0.0"
"","Mizoram","87","2","2.0","0.9","0.5","9","0.0"
"","Nagaland","119","4","2.2","1.8","0.2","31","0.0"
"","Tripura","211","0","3.6","1.4","0.7","80","0.0"
