"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9023","0","205.3","89.0","-1.7","99","0.0"
"","Haryana","8090","0","173.1","121.0","1.2","213","0.0"
"","Rajasthan","9979","0","214.6","57.8","0.4","317","0.0"
"","Delhi","4823","0","98.4","74.4","-0.1","252","0.0"
"","UP","17813","0","363.4","156.5","0.3","278","0.0"
"","Uttarakhand","1741","0","38.0","15.4","1.3","184","0.3"
"","HP","1306","0","27.1","2.4","5.0","391","0.0"
"","J&K","1891","473","37.3","25.8","-3.1","190","8.8"
"","Chandigarh","257","0","4.5","4.8","-0.4","5","0.0"
"WR","Chhattisgarh","4144","0","99.6","32.0","-1.9","131","0.0"
"","Gujarat","16522","0","370.1","114.7","6.2","586","0.0"
"","MP","9120","0","200.7","84.6","2.1","588","0.0"
"","Maharashtra","22397","0","483.6","164.9","-2.8","445","0.0"
"","Goa","425","0","10.8","7.7","0.7","71","0.0"
"","DD","315","0","7.2","6.0","1.2","115","0.0"
"","DNH","767","0","18.1","16.9","1.2","165","0.0"
"","Essar steel","504","0","10.7","10.7","0.0","245","0.0"
"SR","Andhra Pradesh","8167","0","174.3","41.7","-0.1","430","0.0"
"","Telangana","10715","0","230.2","116.8","-0.3","579","0.0"
"","Karnataka","9040","0","190.6","46.9","-2.4","431","0.0"
"","Kerala","3302","0","65.3","39.7","0.6","303","0.0"
"","Tamil Nadu","12199","0","276.9","108.6","-1.6","501","0.0"
"","Pondy","322","0","6.3","6.5","-0.3","31","0.0"
"ER","Bihar","5017","0","97.9","95.8","1.6","398","0.0"
"","DVC","2956","0","57.5","-21.2","5.9","455","2.0"
"","Jharkhand","1000","0","24.5","17.4","-0.2","175","0.0"
"","Odisha","4378","0","98.7","30.1","-1.9","402","0.0"
"","West Bengal","8272","0","158.8","62.8","0.4","405","0.0"
"","Sikkim","78","0","0.9","1.4","-0.6","20","0.0"
"NER","Arunachal Pradesh","125","2","2.7","2.7","0.0","29","0.0"
"","Assam","1710","16","30.4","22.5","2.0","228","0.9"
"","Manipur","154","4","2.2","2.3","-0.2","45","0.0"
"","Meghalaya","284","1","5.1","-1.2","0.2","84","0.0"
"","Mizoram","76","2","1.4","0.9","0.2","13","0.0"
"","Nagaland","117","1","2.4","1.7","0.3","18","0.0"
"","Tripura","270","2","4.6","3.7","0.4","117","0.0"
